,xyd,xydiff,xyoff,confile,beam,gfile,dfile,xyref
0,676.63081,0.0,0.0,/Users/kbhirombhakdi/_work/_calib_files/WFC3.IR.G102.cal.V4.32/G102.F105W.V4.32.conf,A,./drzblot_S04G102/idwbk5lvq_flt.fits,/Users/kbhirombhakdi/_work/_data/15510/mastDownload/HST/idwbk5luq/idwbk5luq_flt.fits,676.63081
1,267.33432,0.0,0.0,,,1.0,1.0,267.33432
