,ww,cps
0,7011.9107199516675,-0.06520674484930478
1,7036.058739362033,-0.07208929318151913
2,7060.206758772398,-0.07955739754400692
3,7084.354778182763,-0.16206500786505185
4,7108.502797593127,-0.12158850687704525
5,7132.650817003492,-0.12415299671850644
6,7156.798836413856,-0.16119287270269833
7,7180.946855824222,-0.12655166643820248
8,7205.094875234588,-0.08794555920324765
9,7229.242894644953,-0.04443756598196469
10,7253.390914055318,-0.09221605318747006
11,7277.538933465682,-0.0966775800581976
12,7301.686952876047,-0.032688715636353116
13,7325.834972286412,-0.11745039480886899
14,7349.982991696777,-0.09362981575689755
15,7374.1310111071425,-0.10447613257132016
16,7398.2790305175085,-0.10388622540197812
17,7422.427049927874,-0.03607920664511166
18,7446.575069338239,-0.07497326391897641
19,7470.723088748602,-0.07895211237631283
20,7494.871108158968,-0.03686855095587216
21,7519.019127569332,-0.025337257563690763
22,7543.167146979698,-0.07579741734228573
23,7567.3151663900635,-0.04036072748861752
24,7591.463185800429,-0.026107886015991788
25,7615.611205210794,0.018145165264983554
26,7639.759224621159,0.07423528176583805
27,7663.907244031523,0.1127526972893671
28,7688.055263441888,0.21164729338922061
29,7712.203282852253,0.3461162660721735
30,7736.351302262618,0.4600727770928339
31,7760.499321672984,0.5040574882630304
32,7784.647341083349,0.6125136826638178
33,7808.795360493714,0.7330120418671564
34,7832.943379904078,0.9379542086724237
35,7857.091399314443,1.2749249551896051
36,7881.239418724808,1.5259544466141657
37,7905.387438135173,1.799432477772613
38,7929.5354575455385,2.0063297961358026
39,7953.683476955905,2.1389770720604853
40,7977.83149636627,2.3340337489251093
41,8001.979515776635,2.5248142693642572
42,8026.127535187,2.6797098134163813
43,8050.275554597363,2.858698389351745
44,8074.423574007729,2.961472890198608
45,8098.5715934180935,3.035957476914306
46,8122.7196128284595,3.096192261994262
47,8146.867632238825,3.1412120078209833
48,8171.01565164919,3.238026819050689
49,8195.163671059554,3.315722427189727
50,8219.311690469918,3.5029739950303034
51,8243.459709880284,3.785145423233886
52,8267.607729290648,4.041301450550933
53,8291.755748701014,4.240508696854492
54,8315.903768111379,4.353894314587493
55,8340.051787521745,4.436316809475799
56,8364.199806932109,4.5728870843056635
57,8388.347826342475,4.737310192406555
58,8412.495845752841,4.896561047852416
59,8436.643865163205,4.990389785588165
60,8460.791884573571,5.080640218079467
61,8484.939903983934,5.249054572403808
62,8509.0879233943,5.303901753247161
63,8533.235942804666,5.259010574639221
64,8557.38396221503,5.268312833130737
65,8581.531981625394,5.502975008309265
66,8605.68000103576,5.668237170994659
67,8629.828020446126,5.65361495953836
68,8653.97603985649,5.705670318425079
69,8678.124059266855,5.657318792164703
70,8702.27207867722,5.8562998388413385
71,8726.420098087585,6.317838451683898
72,8750.56811749795,6.561384520352264
73,8774.716136908315,6.661603472054382
74,8798.86415631868,6.696751973450561
75,8823.012175729045,6.764470121682067
76,8847.16019513941,7.046923718274017
77,8871.308214549776,7.288400790512939
78,8895.45623396014,7.472848734677215
79,8919.604253370506,7.62269659978189
80,8943.75227278087,7.697423300564666
81,8967.900292191236,7.791313311875244
82,8992.0483116016,8.018345198452849
83,9016.196331011966,8.117634913742918
84,9040.344350422329,8.092521331131834
85,9064.492369832697,8.220002732098479
86,9088.640389243059,8.318823478043456
87,9112.788408653423,8.412051639378447
88,9136.936428063791,8.6282637928132
89,9161.084447474157,8.838275811493773
90,9185.23246688452,9.069408438027281
91,9209.380486294884,9.265160343468565
92,9233.528505705252,9.295506796658415
93,9257.676525115616,9.215783736527342
94,9281.824544525982,9.27086850148477
95,9305.972563936346,9.336672684967894
96,9330.120583346712,9.710909864724059
97,9354.268602757076,9.775326094448943
98,9378.416622167442,9.752547881424803
99,9402.564641577806,9.86905010682382
100,9426.71266098817,9.96837326031961
101,9450.860680398537,10.123689911187071
102,9475.008699808905,10.186855695069212
103,9499.156719219267,10.20521875363626
104,9523.304738629633,10.249963006794829
105,9547.452758039997,10.381140730202574
106,9571.60077745036,10.441124698937315
107,9595.748796860727,10.68699719649591
108,9619.896816271092,10.708341977417845
109,9644.044835681458,10.685306629956145
110,9668.192855091822,10.722508570969481
111,9692.340874502188,10.740995070755858
112,9716.488893912552,10.868899128258604
113,9740.636913322918,11.093843302548308
114,9764.784932733282,11.200231036961455
115,9788.932952143647,11.089271089852232
116,9813.080971554013,11.04614915591516
117,9837.228990964377,11.150115153611083
118,9861.377010374743,11.224544486821074
119,9885.525029785107,11.168615839302916
120,9909.673049195473,11.271200558960814
121,9933.821068605836,11.234140715420622
122,9957.969088016203,11.239197931111235
123,9982.11710742657,11.430457017243285
124,10006.265126836934,11.378552398503203
125,10030.413146247298,11.628407380402464
126,10054.561165657664,11.632370195210356
127,10078.709185068028,11.598151824295897
128,10102.857204478394,11.746603629410643
129,10127.005223888758,11.717421076119322
130,10151.153243299124,11.636432430565733
131,10175.301262709489,11.596599302113432
132,10199.449282119856,11.805187306225676
133,10223.597301530219,11.898299298108
134,10247.745320940583,11.902914604962248
135,10271.893340350949,11.893416485608
136,10296.041359761311,11.985999486267943
137,10320.18937917168,12.087032518208403
138,10344.337398582044,12.158869049370665
139,10368.485417992408,12.11458405000009
140,10392.633437402774,12.185889444172759
141,10416.781456813142,12.30721124154367
142,10440.929476223504,12.416626117051024
143,10465.077495633868,12.36316051226892
144,10489.225515044232,12.270216426670927
145,10513.3735344546,12.245110950291533
146,10537.521553864965,12.186008176625151
147,10561.669573275329,12.082180461705107
148,10585.817592685693,12.097362539589781
149,10609.965612096059,12.143256447136778
150,10634.113631506425,12.093516669094939
151,10658.261650916791,12.234336635887999
152,10682.409670327152,12.418965658963103
153,10706.557689737521,12.564959130108733
154,10730.705709147884,12.522946080983061
155,10754.85372855825,12.442908665955443
156,10779.001747968614,12.543218157112975
157,10803.149767378978,12.442481956303496
158,10827.297786789346,12.471998772442717
159,10851.44580619971,12.548466644108672
160,10875.593825610074,12.488155386269469
161,10899.741845020439,11.994692585289854
162,10923.889864430805,12.474291226685423
163,10948.03788384117,12.49680992108621
164,10972.185903251535,12.295173427880187
165,10996.3339226619,12.334123930752654
166,11020.481942072263,12.507158598721404
167,11044.629961482631,12.45883282166757
168,11068.777980892995,12.49558522445001
169,11092.92600030336,12.512987992585082
170,11117.074019713724,12.409405968010802
171,11141.222039124092,12.090909919560332
172,11165.370058534456,11.998929700673003
173,11189.51807794482,12.094865402996916
174,11213.666097355183,12.279253384888548
175,11237.814116765549,12.349792263329405
176,11261.962136175916,12.235184571564574
177,11286.110155586279,12.287594160855193
178,11310.258174996643,12.18307759505548
179,11334.406194407009,12.214119694054503
180,11358.554213817375,12.102276525318999
181,11382.70223322774,11.573783716977019
182,11406.850252638103,10.352452060997862
183,11430.99827204847,9.111308595955748
184,11455.146291458836,7.345546386063476
185,11479.294310869202,5.630041501343627
186,11503.442330279566,4.175319275677581
187,11527.59034968993,3.2678488109711603
188,11551.738369100296,2.6370124433640436
189,11575.886388510662,1.9801243160370783
190,11600.034407921026,1.331828079045196
191,11624.182427331392,0.8108780000809626
192,11648.330446741755,0.42414792519845523
193,11672.478466152124,0.08439596635140934
194,11696.626485562489,-0.10904417294226132
195,11720.774504972851,-0.1437378908988043
196,11744.922524383215,-0.1979486729498907
197,11769.070543793585,-0.20254603880606137
198,11793.218563203947,-0.21121553438864193
199,11817.366582614311,-0.2053279067870184
200,11841.514602024676,-0.18579850453100644
201,11865.662621435042,-0.28982005375585995
202,11889.810640845408,-0.34470955389700375
203,11913.958660255772,-0.3147200729247137
204,11938.106679666134,-0.325774529158692
205,11962.254699076502,-0.2787170793410345
206,11986.402718486868,-0.26529166954718075
207,12010.55073789723,-0.326002218901734
208,12034.698757307595,-0.31600461262426816
209,12058.846776717965,-0.2864799882765814
210,12082.994796128327,-0.27661392945013485
211,12107.142815538691,-0.26834557312689267
212,12131.290834949055,-0.35554234045706234
213,12155.43885435942,-0.37323043602667294
214,12179.586873769787,-0.30043796557150326
215,12203.734893180152,-0.34858814734182797
216,12227.882912590518,-0.4089383270140692
217,12252.030932000882,-0.4113053466673895
218,12276.178951411248,-0.4197637225981756
219,12300.326970821612,-0.41214851397238217
220,12324.474990231978,-0.3924197341795965
221,12348.62300964234,-0.4340859438773199
222,12372.771029052708,-0.41253171223364316
223,12396.91904846307,-0.45105991619787655
224,12421.06706787344,-0.47457615393362484
