,index,filepath,sci_ext_num,ROOTNAME,DATE-OBS,FILTER,PA_V3,SUBARRAY,POSTARG1,POSTARG2,EXPSTART,EXPTIME,IDCSCALE,ORIENTAT
0,0,/Users/kbhirombhakdi/_work/_data/15089/mastDownload/HST/idlk01jjq/idlk01jjq_flt.fits,1,idlk01jjq,2019-09-28,F110W,116.248703,False,0.0,0.0,58754.1284439,49.230225,0.1282500028610229,160.939
1,26,/Users/kbhirombhakdi/_work/_data/15089/mastDownload/HST/idlk01jkq/idlk01jkq_flt.fits,1,idlk01jkq,2019-09-28,F110W,116.248703,False,0.4511,0.40316,58754.12972871,49.230225,0.1282500028610229,160.939
2,19,/Users/kbhirombhakdi/_work/_data/15089/mastDownload/HST/idlk01jlq/idlk01jlq_flt.fits,1,idlk01jlq,2019-09-28,F110W,116.248703,False,0.90219,0.80632,58754.13101353,49.230225,0.1282500028610229,160.939
3,14,/Users/kbhirombhakdi/_work/_data/15089/mastDownload/HST/idlk01jmq/idlk01jmq_flt.fits,1,idlk01jmq,2019-09-28,G102,116.248703,False,0.0,0.0,58754.13229834,502.936462,0.1282500028610229,160.939
4,17,/Users/kbhirombhakdi/_work/_data/15089/mastDownload/HST/idlk01joq/idlk01joq_flt.fits,1,idlk01joq,2019-09-28,G102,116.248703,False,0.54235,0.18176,58754.1388376,502.936462,0.1282500028610229,160.939
5,24,/Users/kbhirombhakdi/_work/_data/15089/mastDownload/HST/idlk01jpq/idlk01jpq_flt.fits,1,idlk01jpq,2019-09-28,G102,116.248703,False,0.33891,0.48481,58754.14537686,502.936462,0.1282500028610229,160.939
6,6,/Users/kbhirombhakdi/_work/_data/15089/mastDownload/HST/idlk01jrq/idlk01jrq_flt.fits,1,idlk01jrq,2019-09-28,G102,116.248596,False,-0.20344,0.30304,58754.1851802,502.936462,0.1282500028610229,160.939
7,8,/Users/kbhirombhakdi/_work/_data/15089/mastDownload/HST/idlk02jtq/idlk02jtq_flt.fits,1,idlk02jtq,2019-09-28,F160W,116.248703,False,0.0,0.0,58754.2023676,49.230225,0.1282500028610229,160.939
8,21,/Users/kbhirombhakdi/_work/_data/15089/mastDownload/HST/idlk02juq/idlk02juq_flt.fits,1,idlk02juq,2019-09-28,F160W,116.248703,False,0.4511,0.40316,58754.20365242,49.230225,0.1282500028610229,160.939
9,20,/Users/kbhirombhakdi/_work/_data/15089/mastDownload/HST/idlk02jvq/idlk02jvq_flt.fits,1,idlk02jvq,2019-09-28,F160W,116.248703,False,0.90219,0.80632,58754.20493723,49.230225,0.1282500028610229,160.939
10,11,/Users/kbhirombhakdi/_work/_data/15089/mastDownload/HST/idlk02jwq/idlk02jwq_flt.fits,1,idlk02jwq,2019-09-28,G141,116.248703,False,0.0,0.0,58754.20622168,502.936462,0.1282500028610229,160.939
11,4,/Users/kbhirombhakdi/_work/_data/15089/mastDownload/HST/idlk02jyq/idlk02jyq_flt.fits,1,idlk02jyq,2019-09-28,G141,116.248703,False,0.54235,0.18176,58754.2513839,502.936462,0.1282500028610229,160.939
12,7,/Users/kbhirombhakdi/_work/_data/15089/mastDownload/HST/idlk02jzq/idlk02jzq_flt.fits,1,idlk02jzq,2019-09-28,G141,116.248703,False,0.33891,0.48481,58754.25792316,502.936462,0.1282500028610229,160.939
13,1,/Users/kbhirombhakdi/_work/_data/15089/mastDownload/HST/idlk02k1q/idlk02k1q_flt.fits,1,idlk02k1q,2019-09-28,G141,116.248596,False,-0.20344,0.30304,58754.26446242,502.936462,0.1282500028610229,160.939
14,23,/Users/kbhirombhakdi/_work/_data/15089/mastDownload/HST/idlk03azq/idlk03azq_flt.fits,1,idlk03azq,2019-10-26,F110W,120.463303,False,0.0,0.0,58782.65431288,49.230225,0.1282500028610229,165.154
15,18,/Users/kbhirombhakdi/_work/_data/15089/mastDownload/HST/idlk03b0q/idlk03b0q_flt.fits,1,idlk03b0q,2019-10-26,F110W,120.463303,False,0.4511,0.40316,58782.65559769,49.230225,0.1282500028610229,165.154
16,16,/Users/kbhirombhakdi/_work/_data/15089/mastDownload/HST/idlk03b1q/idlk03b1q_flt.fits,1,idlk03b1q,2019-10-26,F110W,120.463303,False,0.90219,0.80632,58782.65688251,49.230225,0.1282500028610229,165.154
17,15,/Users/kbhirombhakdi/_work/_data/15089/mastDownload/HST/idlk03b2q/idlk03b2q_flt.fits,1,idlk03b2q,2019-10-26,G102,120.463303,False,0.0,0.0,58782.65816695,502.936462,0.1282500028610229,165.154
18,27,/Users/kbhirombhakdi/_work/_data/15089/mastDownload/HST/idlk03b4q/idlk03b4q_flt.fits,1,idlk03b4q,2019-10-26,G102,120.463303,False,0.54235,0.18176,58782.66470658,502.936462,0.1282500028610229,165.154
19,2,/Users/kbhirombhakdi/_work/_data/15089/mastDownload/HST/idlk03b5q/idlk03b5q_flt.fits,1,idlk03b5q,2019-10-26,G102,120.463303,False,0.33891,0.48481,58782.67124584,502.936462,0.1282500028610229,165.154
20,25,/Users/kbhirombhakdi/_work/_data/15089/mastDownload/HST/idlk03b7q/idlk03b7q_flt.fits,1,idlk03b7q,2019-10-26,G102,120.463303,False,-0.20344,0.30304,58782.6777851,502.936462,0.1282500028610229,165.154
21,13,/Users/kbhirombhakdi/_work/_data/15089/mastDownload/HST/idlk04b9q/idlk04b9q_flt.fits,1,idlk04b9q,2019-10-26,F160W,120.463303,False,0.0,0.0,58782.72051658,49.230225,0.1282500028610229,165.154
22,12,/Users/kbhirombhakdi/_work/_data/15089/mastDownload/HST/idlk04baq/idlk04baq_flt.fits,1,idlk04baq,2019-10-26,F160W,120.463303,False,0.4511,0.40316,58782.72180139,49.230225,0.1282500028610229,165.154
23,9,/Users/kbhirombhakdi/_work/_data/15089/mastDownload/HST/idlk04bbq/idlk04bbq_flt.fits,1,idlk04bbq,2019-10-26,F160W,120.463303,False,0.90219,0.80632,58782.72308621,49.230225,0.1282500028610229,165.154
24,22,/Users/kbhirombhakdi/_work/_data/15089/mastDownload/HST/idlk04bcq/idlk04bcq_flt.fits,1,idlk04bcq,2019-10-26,G141,120.463303,False,0.0,0.0,58782.72437065,502.936462,0.1282500028610229,165.154
25,3,/Users/kbhirombhakdi/_work/_data/15089/mastDownload/HST/idlk04beq/idlk04beq_flt.fits,1,idlk04beq,2019-10-26,G141,120.463303,False,0.54235,0.18176,58782.73090991,502.936462,0.1282500028610229,165.154
26,5,/Users/kbhirombhakdi/_work/_data/15089/mastDownload/HST/idlk04bfq/idlk04bfq_flt.fits,1,idlk04bfq,2019-10-26,G141,120.463303,False,0.33891,0.48481,58782.73744954,502.936462,0.1282500028610229,165.154
27,10,/Users/kbhirombhakdi/_work/_data/15089/mastDownload/HST/idlk04bhq/idlk04bhq_flt.fits,1,idlk04bhq,2019-10-26,G141,120.463303,False,-0.20344,0.30304,58782.7439888,502.936462,0.1282500028610229,165.154
