,xyd,xydiff,xyoff,confile,beam,gfile,dfile,xyref
0,620.00435,-1.5862767677319756,0.0,/Users/kbhirombhakdi/_work/_calib_files/WFC3.IR.G141.cal.V4.32/G141.F160W.V4.32.conf,A,/Users/kbhirombhakdi/_work/_data/15089/mastDownload/HST/idlk02k1q/idlk02k1q_flt.fits,/Users/kbhirombhakdi/_work/_data/15089/mastDownload/HST/idlk02jtq/idlk02jtq_flt.fits,618.4180732322681
1,549.99954,2.3628849375417706,0.0,,,1.0,1.0,552.3624249375418
