,xyd,xydiff,xyoff,confile,beam,gfile,dfile,xyref
0,229.02542,7.9298243845036325,0.0,/Users/kbhirombhakdi/_work/_calib_files/WFC3.IR.G102.cal.V4.32/G102.F105W.V4.32.conf,A,/Users/kbhirombhakdi/_work/_data/15510/mastDownload/HST/idwbk5m1q/idwbk5m1q_flt.fits,/Users/kbhirombhakdi/_work/_data/15510/mastDownload/HST/idwbk5luq/idwbk5luq_flt.fits,236.95524438450363
1,143.12601,2.830432685396289,0.0,,,1.0,1.0,145.9564426853963
