,xyd,xydiff,xyoff,confile,beam,gfile,dfile,xyref
0,351.32706,-3.8986353906114175,0.0,/Users/kbhirombhakdi/_work/_calib_files/WFC3.IR.G102.cal.V4.32/G102.F105W.V4.32.conf,A,/Users/kbhirombhakdi/_work/_data/11552/G102_set/mastDownload/HST/iab901elq/iab901elq_flt.fits,/Users/kbhirombhakdi/_work/_data/11552/G102_set/mastDownload/HST/iab901ejq/iab901ejq_flt.fits,347.42842460938857
1,545.13459,3.8986353906114224,0.0,,,1.0,1.0,549.0332253906114
