,xyd,xydiff,xyoff,confile,beam,gfile,dfile,xyref
0,192.16702,0.0,0.0,/Users/kbhirombhakdi/_work/_calib_files/WFC3.IR.G102.cal.V4.32/G102.F105W.V4.32.conf,A,./idwbk5lvq_S03/idwbk5lvq_crclean.fits,/Users/kbhirombhakdi/_work/_data/15510/mastDownload/HST/idwbk5luq/idwbk5luq_flt.fits,192.16702
1,247.48723,0.0,0.0,,,1.0,1.0,247.48723
