,xg,yg,halfdyup,halfdylow
0,272.7832595487689,153.41165197115447,20,20
1,273.7832595487689,153.42434570225709,20,20
2,274.7832595487689,153.43703943335973,20,20
3,275.7832595487689,153.44973316446234,20,20
4,276.7832595487689,153.462426895565,20,20
5,277.7832595487689,153.4751206266676,20,20
6,278.7832595487689,153.48781435777025,20,20
7,279.7832595487689,153.50050808887286,20,20
8,280.7832595487689,153.5132018199755,20,20
9,281.7832595487689,153.52589555107812,20,20
10,282.7832595487689,153.53858928218077,20,20
11,283.7832595487689,153.55128301328338,20,20
12,284.7832595487689,153.56397674438603,20,20
13,285.7832595487689,153.57667047548864,20,20
14,286.7832595487689,153.58936420659128,20,20
15,287.7832595487689,153.6020579376939,20,20
16,288.7832595487689,153.61475166879654,20,20
17,289.7832595487689,153.62744539989916,20,20
18,290.7832595487689,153.6401391310018,20,20
19,291.7832595487689,153.65283286210442,20,20
20,292.7832595487689,153.66552659320706,20,20
21,293.7832595487689,153.67822032430968,20,20
22,294.7832595487689,153.69091405541232,20,20
23,295.7832595487689,153.70360778651494,20,20
24,296.7832595487689,153.71630151761758,20,20
25,297.7832595487689,153.7289952487202,20,20
26,298.7832595487689,153.74168897982284,20,20
27,299.7832595487689,153.75438271092546,20,20
28,300.7832595487689,153.7670764420281,20,20
29,301.7832595487689,153.77977017313071,20,20
30,302.7832595487689,153.79246390423336,20,20
31,303.7832595487689,153.80515763533597,20,20
32,304.7832595487689,153.81785136643862,20,20
33,305.7832595487689,153.83054509754123,20,20
34,306.7832595487689,153.84323882864388,20,20
35,307.7832595487689,153.8559325597465,20,20
36,308.7832595487689,153.86862629084914,20,20
37,309.7832595487689,153.88132002195175,20,20
38,310.7832595487689,153.8940137530544,20,20
39,311.7832595487689,153.906707484157,20,20
40,312.7832595487689,153.91940121525965,20,20
41,313.7832595487689,153.93209494636227,20,20
42,314.7832595487689,153.9447886774649,20,20
43,315.7832595487689,153.95748240856753,20,20
44,316.7832595487689,153.97017613967017,20,20
