,xg,yg,halfdyup,halfdylow
0,192.30951000000002,192.2682285968546,15,15
1,193.30951000000002,192.27724591524517,15,15
2,194.30951000000002,192.28626323363574,15,15
3,195.30951000000002,192.29528055202633,15,15
4,196.30951000000002,192.3042978704169,15,15
5,197.30951000000002,192.31331518880748,15,15
6,198.30951000000002,192.32233250719804,15,15
7,199.30951000000002,192.3313498255886,15,15
8,200.30951000000002,192.3403671439792,15,15
9,201.30951000000002,192.34938446236976,15,15
10,202.30951000000002,192.35840178076035,15,15
11,203.30951000000002,192.3674190991509,15,15
12,204.30951000000002,192.37643641754147,15,15
13,205.30951000000002,192.38545373593206,15,15
14,206.30951000000002,192.39447105432262,15,15
15,207.30951000000002,192.4034883727132,15,15
16,208.30951000000002,192.41250569110377,15,15
17,209.30951000000002,192.42152300949434,15,15
18,210.30951000000002,192.43054032788493,15,15
19,211.30951000000002,192.4395576462755,15,15
20,212.30951000000002,192.44857496466608,15,15
21,213.30951000000002,192.45759228305664,15,15
22,214.30951000000002,192.4666096014472,15,15
23,215.30951000000002,192.4756269198378,15,15
24,216.30951000000002,192.48464423822836,15,15
25,217.30951000000002,192.49366155661895,15,15
26,218.30951000000002,192.5026788750095,15,15
27,219.30951000000002,192.5116961934001,15,15
28,220.30951000000002,192.52071351179066,15,15
29,221.30951000000002,192.52973083018122,15,15
30,222.30951000000002,192.5387481485718,15,15
31,223.30951000000002,192.54776546696237,15,15
32,224.30951000000002,192.55678278535296,15,15
33,225.30951000000002,192.56580010374353,15,15
34,226.30951000000002,192.5748174221341,15,15
35,227.30951000000002,192.58383474052468,15,15
36,228.30951000000002,192.59285205891524,15,15
37,229.30951000000002,192.60186937730583,15,15
38,230.30951000000002,192.6108866956964,15,15
39,231.30951000000002,192.61990401408696,15,15
40,232.30951000000002,192.62892133247755,15,15
41,233.30951000000002,192.6379386508681,15,15
42,234.30951000000002,192.6469559692587,15,15
43,235.30951000000002,192.65597328764926,15,15
44,236.30951000000002,192.66499060603982,15,15
45,237.30951000000002,192.6740079244304,15,15
46,238.30951000000002,192.68302524282097,15,15
47,239.30951000000002,192.69204256121157,15,15
48,240.30951000000002,192.70105987960213,15,15
49,241.30951000000002,192.7100771979927,15,15
50,242.30951000000002,192.71909451638328,15,15
51,243.30951000000002,192.72811183477384,15,15
52,244.30951000000002,192.73712915316443,15,15
53,245.30951000000002,192.746146471555,15,15
54,246.30951000000002,192.75516378994556,15,15
55,247.30951000000002,192.76418110833615,15,15
56,248.30951000000002,192.7731984267267,15,15
57,249.30951000000002,192.7822157451173,15,15
58,250.30951000000002,192.79123306350786,15,15
59,251.30951000000002,192.80025038189842,15,15
60,252.30951000000002,192.809267700289,15,15
61,253.30951000000002,192.81828501867957,15,15
62,254.30951000000002,192.82730233707017,15,15
63,255.30951000000002,192.83631965546073,15,15
64,256.30951000000005,192.8453369738513,15,15
65,257.30951000000005,192.85435429224188,15,15
66,258.30951000000005,192.86337161063244,15,15
67,259.30951000000005,192.87238892902303,15,15
68,260.30951000000005,192.8814062474136,15,15
69,261.30951000000005,192.89042356580416,15,15
70,262.30951000000005,192.89944088419475,15,15
71,263.30951000000005,192.9084582025853,15,15
72,264.30951000000005,192.9174755209759,15,15
73,265.30951000000005,192.92649283936646,15,15
74,266.30951000000005,192.93551015775702,15,15
75,267.30951000000005,192.9445274761476,15,15
76,268.30951000000005,192.95354479453817,15,15
77,269.30951000000005,192.96256211292877,15,15
78,270.30951000000005,192.97157943131933,15,15
79,271.30951000000005,192.9805967497099,15,15
80,272.30951000000005,192.98961406810048,15,15
81,273.30951000000005,192.99863138649104,15,15
82,274.30951000000005,193.00764870488163,15,15
83,275.30951000000005,193.0166660232722,15,15
84,276.30951000000005,193.02568334166278,15,15
85,277.30951000000005,193.03470066005335,15,15
86,278.30951000000005,193.0437179784439,15,15
87,279.30951000000005,193.0527352968345,15,15
88,280.30951000000005,193.06175261522506,15,15
89,281.30951000000005,193.07076993361565,15,15
90,282.30951000000005,193.0797872520062,15,15
91,283.30951000000005,193.08880457039677,15,15
92,284.30951000000005,193.09782188878737,15,15
93,285.30951000000005,193.10683920717793,15,15
94,286.30951000000005,193.11585652556852,15,15
95,287.30951000000005,193.12487384395908,15,15
96,288.30951000000005,193.13389116234964,15,15
97,289.30951000000005,193.14290848074023,15,15
98,290.30951000000005,193.1519257991308,15,15
99,291.30951000000005,193.16094311752138,15,15
100,292.30951000000005,193.16996043591195,15,15
101,293.30951000000005,193.1789777543025,15,15
102,294.30951000000005,193.1879950726931,15,15
103,295.30951000000005,193.19701239108366,15,15
104,296.30951000000005,193.20602970947425,15,15
105,297.30951000000005,193.2150470278648,15,15
106,298.30951000000005,193.22406434625537,15,15
107,299.30951000000005,193.23308166464597,15,15
108,300.30951000000005,193.24209898303653,15,15
109,301.30951000000005,193.25111630142712,15,15
110,302.30951000000005,193.26013361981768,15,15
111,303.30951000000005,193.26915093820824,15,15
112,304.30951000000005,193.27816825659883,15,15
113,305.30951000000005,193.2871855749894,15,15
114,306.30951000000005,193.29620289337998,15,15
115,307.30951000000005,193.30522021177055,15,15
116,308.30951000000005,193.3142375301611,15,15
117,309.30951000000005,193.3232548485517,15,15
118,310.30951000000005,193.33227216694226,15,15
119,311.30951000000005,193.34128948533285,15,15
120,312.30951000000005,193.3503068037234,15,15
121,313.30951000000005,193.35932412211397,15,15
122,314.30951000000005,193.36834144050457,15,15
123,315.30951000000005,193.37735875889513,15,15
124,316.30951000000005,193.38637607728572,15,15
125,317.30951000000005,193.39539339567628,15,15
126,318.30951000000005,193.40441071406684,15,15
127,319.30951000000005,193.41342803245743,15,15
128,320.30951000000005,193.422445350848,15,15
129,321.30951000000005,193.43146266923858,15,15
130,322.30951000000005,193.44047998762915,15,15
131,323.30951000000005,193.44949730601974,15,15
132,324.30951000000005,193.4585146244103,15,15
133,325.30951000000005,193.46753194280086,15,15
134,326.30951000000005,193.47654926119145,15,15
135,327.30951000000005,193.485566579582,15,15
136,328.30951000000005,193.49458389797257,15,15
137,329.30951000000005,193.50360121636317,15,15
138,330.30951000000005,193.51261853475373,15,15
139,331.30951000000005,193.52163585314432,15,15
140,332.30951000000005,193.53065317153488,15,15
141,333.30951000000005,193.53967048992547,15,15
142,334.30951000000005,193.54868780831603,15,15
143,335.30951000000005,193.5577051267066,15,15
144,336.30951000000005,193.56672244509718,15,15
145,337.30951000000005,193.57573976348775,15,15
146,338.30951000000005,193.58475708187834,15,15
147,339.30951000000005,193.5937744002689,15,15
148,340.30951000000005,193.60279171865946,15,15
