,xyd,xydiff,xyoff,confile,beam,gfile,dfile,xyref
0,174.72078,0.0,0.0,/Users/kbhirombhakdi/_work/_calib_files/WFC3.IR.G102.cal.V4.32/G102.F125W.V4.32.conf,A,./drzblot_X01_202002_G102/ie8a01jvq_drzblot.fits,/Users/kbhirombhakdi/_work/_data/16042/HST/ie8a01juq/ie8a01juq_flt.fits,174.72078
1,189.8323,0.0,0.0,,,1.0,1.0,189.8323
