,xg,yg,halfdyup,halfdylow
0,249.30614,145.0063157680873,15,15
1,250.30614,145.01512566900368,15,15
2,251.30614,145.02393556992004,15,15
3,252.30614,145.03274547083643,15,15
4,253.30614,145.0415553717528,15,15
5,254.30614,145.05036527266918,15,15
6,255.30614,145.05917517358554,15,15
7,256.30614,145.06798507450193,15,15
8,257.30614,145.0767949754183,15,15
9,258.30614,145.08560487633468,15,15
10,259.30614,145.09441477725105,15,15
11,260.30614,145.10322467816744,15,15
12,261.30614,145.11203457908383,15,15
13,262.30614,145.1208444800002,15,15
14,263.30614,145.12965438091658,15,15
15,264.30614,145.13846428183294,15,15
16,265.30614,145.14727418274933,15,15
17,266.30614,145.1560840836657,15,15
18,267.30614,145.16489398458208,15,15
19,268.30614,145.17370388549844,15,15
20,269.30614,145.18251378641483,15,15
21,270.30614,145.1913236873312,15,15
22,271.30614,145.20013358824758,15,15
23,272.30614,145.20894348916394,15,15
24,273.30614,145.21775339008033,15,15
25,274.30614,145.2265632909967,15,15
26,275.30614,145.23537319191308,15,15
27,276.30614,145.24418309282947,15,15
28,277.30614,145.25299299374583,15,15
29,278.30614,145.26180289466222,15,15
30,279.30614,145.2706127955786,15,15
31,280.30614,145.27942269649498,15,15
32,281.30614,145.28823259741134,15,15
33,282.30614,145.29704249832773,15,15
34,283.30614,145.3058523992441,15,15
35,284.30614,145.31466230016048,15,15
36,285.30614,145.32347220107684,15,15
37,286.30614,145.33228210199323,15,15
38,287.30614,145.3410920029096,15,15
39,288.30614,145.34990190382598,15,15
40,289.30614,145.35871180474237,15,15
41,290.30614,145.36752170565873,15,15
42,291.30614,145.37633160657512,15,15
43,292.30614,145.38514150749148,15,15
44,293.30614,145.39395140840787,15,15
45,294.30614,145.40276130932423,15,15
46,295.30614,145.41157121024062,15,15
47,296.30614,145.42038111115698,15,15
48,297.30614,145.42919101207337,15,15
49,298.30614,145.43800091298974,15,15
50,299.30614,145.44681081390613,15,15
51,300.30614,145.4556207148225,15,15
52,301.30614,145.46443061573888,15,15
53,302.30614,145.47324051665527,15,15
54,303.30614,145.48205041757163,15,15
55,304.30614,145.49086031848802,15,15
56,305.30614,145.49967021940438,15,15
57,306.30614,145.50848012032077,15,15
58,307.30614,145.51729002123713,15,15
59,308.30614,145.52609992215352,15,15
60,309.30614,145.53490982306988,15,15
61,310.30614,145.54371972398627,15,15
62,311.30614,145.55252962490263,15,15
63,312.30614,145.56133952581902,15,15
64,313.30614,145.57014942673538,15,15
65,314.30614,145.57895932765177,15,15
66,315.30614,145.58776922856813,15,15
67,316.30614,145.59657912948452,15,15
68,317.30614,145.60538903040091,15,15
69,318.30614,145.61419893131728,15,15
70,319.30614,145.62300883223367,15,15
71,320.30614,145.63181873315003,15,15
