,xyref,xgbound,dydx,dldp,xh,yh,ww
0,620.00435,20,0.9134211259014217,9013.31561495166,20,1.1036042421802597,9947.143772799252
1,549.99954,195,0.009509155813941897,46.689297022565896,21,1.1131133979942014,9993.835180691633
2,,,,,22.0,1.1226225538081434,10040.526588584013
3,,,,,23.0,1.1321317096220853,10087.21799647639
4,,,,,24.0,1.141640865436027,10133.909404368771
5,,,,,25.0,1.151150021249969,10180.600812261151
6,,,,,26.0,1.160659177063911,10227.292220153531
7,,,,,27.0,1.170168332877853,10273.98362804591
8,,,,,28.0,1.179677488691795,10320.67503593829
9,,,,,29.0,1.1891866445057366,10367.36644383067
10,,,,,30.0,1.1986958003196786,10414.05785172305
11,,,,,31.0,1.2082049561336206,10460.749259615428
12,,,,,32.0,1.2177141119475623,10507.440667507808
13,,,,,33.0,1.2272232677615043,10554.132075400188
14,,,,,34.0,1.2367324235754462,10600.823483292568
15,,,,,35.0,1.246241579389388,10647.514891184946
16,,,,,36.0,1.25575073520333,10694.206299077327
17,,,,,37.0,1.2652598910172719,10740.897706969707
18,,,,,38.0,1.2747690468312136,10787.589114862087
19,,,,,39.0,1.2842782026451556,10834.280522754465
20,,,,,40.0,1.2937873584590975,10880.971930646845
21,,,,,41.0,1.3032965142730395,10927.663338539225
22,,,,,42.0,1.3128056700869812,10974.354746431605
23,,,,,43.0,1.3223148259009232,11021.046154323984
24,,,,,44.0,1.3318239817148652,11067.737562216364
25,,,,,45.0,1.3413331375288071,11114.428970108744
26,,,,,46.0,1.3508422933427489,11161.120378001124
27,,,,,47.0,1.3603514491566908,11207.811785893504
28,,,,,48.0,1.3698606049706328,11254.503193785882
29,,,,,49.0,1.3793697607845745,11301.194601678262
30,,,,,50.0,1.3888789165985165,11347.886009570642
31,,,,,51.0,1.3983880724124584,11394.57741746302
32,,,,,52.0,1.4078972282264002,11441.2688253554
33,,,,,53.0,1.4174063840403421,11487.96023324778
34,,,,,54.0,1.426915539854284,11534.65164114016
35,,,,,55.0,1.4364246956682258,11581.34304903254
36,,,,,56.0,1.445933851482168,11628.03445692492
37,,,,,57.0,1.4554430072961098,11674.7258648173
38,,,,,58.0,1.4649521631100515,11721.41727270968
39,,,,,59.0,1.4744613189239937,11768.108680602058
40,,,,,60.0,1.4839704747379354,11814.800088494438
41,,,,,61.0,1.4934796305518774,11861.491496386818
42,,,,,62.0,1.5029887863658193,11908.182904279198
43,,,,,63.0,1.512497942179761,11954.874312171578
44,,,,,64.0,1.522007097993703,12001.565720063956
45,,,,,65.0,1.531516253807645,12048.257127956336
46,,,,,66.0,1.5410254096215867,12094.948535848716
47,,,,,67.0,1.5505345654355287,12141.639943741095
48,,,,,68.0,1.5600437212494707,12188.331351633475
49,,,,,69.0,1.5695528770634124,12235.022759525855
50,,,,,70.0,1.5790620328773546,12281.714167418235
51,,,,,71.0,1.5885711886912963,12328.405575310615
52,,,,,72.0,1.598080344505238,12375.096983202993
53,,,,,73.0,1.6075895003191802,12421.788391095373
54,,,,,74.0,1.617098656133122,12468.479798987753
55,,,,,75.0,1.626607811947064,12515.171206880133
56,,,,,76.0,1.636116967761006,12561.862614772512
57,,,,,77.0,1.6456261235749476,12608.554022664892
58,,,,,78.0,1.6551352793888896,12655.245430557272
59,,,,,79.0,1.6646444352028316,12701.936838449652
60,,,,,80.0,1.6741535910167733,12748.62824634203
61,,,,,81.0,1.6836627468307153,12795.31965423441
62,,,,,82.0,1.6931719026446572,12842.01106212679
63,,,,,83.0,1.702681058458599,12888.70247001917
64,,,,,84.0,1.712190214272541,12935.393877911549
65,,,,,85.0,1.7216993700864829,12982.085285803929
66,,,,,86.0,1.7312085259004246,13028.776693696309
67,,,,,87.0,1.7407176817143668,13075.468101588689
68,,,,,88.0,1.7502268375283085,13122.159509481067
69,,,,,89.0,1.7597359933422505,13168.85091737345
70,,,,,90.0,1.7692451491561925,13215.542325265827
71,,,,,91.0,1.7787543049701342,13262.233733158206
72,,,,,92.0,1.7882634607840762,13308.925141050586
73,,,,,93.0,1.7977726165980181,13355.616548942966
74,,,,,94.0,1.8072817724119599,13402.307956835346
75,,,,,95.0,1.8167909282259018,13448.999364727726
76,,,,,96.0,1.8263000840398438,13495.690772620106
77,,,,,97.0,1.8358092398537855,13542.382180512486
78,,,,,98.0,1.8453183956677275,13589.073588404864
79,,,,,99.0,1.8548275514816694,13635.764996297243
80,,,,,100.0,1.8643367072956112,13682.456404189623
81,,,,,101.0,1.8738458631095534,13729.147812082003
82,,,,,102.0,1.883355018923495,13775.839219974383
83,,,,,103.0,1.8928641747374368,13822.530627866763
84,,,,,104.0,1.902373330551379,13869.222035759143
85,,,,,105.0,1.9118824863653208,13915.913443651521
86,,,,,106.0,1.9213916421792625,13962.604851543902
87,,,,,107.0,1.9309007979932047,14009.29625943628
88,,,,,108.0,1.9404099538071464,14055.98766732866
89,,,,,109.0,1.9499191096210882,14102.67907522104
90,,,,,110.0,1.9594282654350303,14149.37048311342
91,,,,,111.0,1.968937421248972,14196.0618910058
92,,,,,112.0,1.9784465770629143,14242.75329889818
93,,,,,113.0,1.987955732876856,14289.444706790558
94,,,,,114.0,1.9974648886907977,14336.136114682939
95,,,,,115.0,2.00697404450474,14382.827522575317
96,,,,,116.0,2.0164832003186817,14429.518930467697
97,,,,,117.0,2.0259923561326234,14476.210338360077
98,,,,,118.0,2.0355015119465656,14522.901746252457
99,,,,,119.0,2.0450106677605073,14569.593154144837
100,,,,,120.0,2.054519823574449,14616.284562037217
101,,,,,121.0,2.0640289793883912,14662.975969929596
102,,,,,122.0,2.073538135202333,14709.667377821976
103,,,,,123.0,2.0830472910162747,14756.358785714354
104,,,,,124.0,2.092556446830217,14803.050193606734
105,,,,,125.0,2.1020656026441586,14849.741601499114
106,,,,,126.0,2.111574758458101,14896.433009391494
107,,,,,127.0,2.1210839142720426,14943.124417283874
108,,,,,128.0,2.1305930700859843,14989.815825176254
109,,,,,129.0,2.1401022258999265,15036.507233068633
110,,,,,130.0,2.1496113817138682,15083.198640961013
111,,,,,131.0,2.15912053752781,15129.89004885339
112,,,,,132.0,2.168629693341752,15176.581456745771
113,,,,,133.0,2.178138849155694,15223.272864638151
114,,,,,134.0,2.1876480049696356,15269.964272530531
115,,,,,135.0,2.197157160783578,15316.655680422911
116,,,,,136.0,2.2066663165975196,15363.347088315291
117,,,,,137.0,2.2161754724114613,15410.038496207671
118,,,,,138.0,2.2256846282254035,15456.729904100051
119,,,,,139.0,2.235193784039345,15503.42131199243
120,,,,,140.0,2.2447029398532874,15550.112719884808
121,,,,,141.0,2.254212095667229,15596.804127777188
122,,,,,142.0,2.263721251481171,15643.495535669568
123,,,,,143.0,2.273230407295113,15690.186943561948
124,,,,,144.0,2.282739563109055,15736.878351454328
125,,,,,145.0,2.2922487189229965,15783.569759346707
126,,,,,146.0,2.3017578747369387,15830.261167239087
127,,,,,147.0,2.3112670305508805,15876.952575131465
128,,,,,148.0,2.320776186364822,15923.643983023845
129,,,,,149.0,2.3302853421787644,15970.335390916225
130,,,,,150.0,2.339794497992706,16017.026798808605
131,,,,,151.0,2.349303653806648,16063.718206700985
132,,,,,152.0,2.35881280962059,16110.409614593365
133,,,,,153.0,2.3683219654345318,16157.101022485745
134,,,,,154.0,2.3778311212484735,16203.792430378124
135,,,,,155.0,2.3873402770624157,16250.483838270504
136,,,,,156.0,2.3968494328763574,16297.175246162882
137,,,,,157.0,2.4063585886902996,16343.866654055262
138,,,,,158.0,2.4158677445042414,16390.558061947642
