,index,filepath,sci_ext_num,ROOTNAME,DATE-OBS,FILTER,PA_V3,SUBARRAY,POSTARG1,POSTARG2,EXPSTART,EXPTIME,IDCSCALE,ORIENTAT
19,19,/Users/kbhirombhakdi/_work/_data/13579/mastDownload/HST/ich401hdq/ich401hdq_flt.fits,1,ich401hdq,2014-06-24,F098M,291.997894,False,-20.0,0.0,56832.23106383,5.864582,0.1282500028610229,-23.3113844553895
14,14,/Users/kbhirombhakdi/_work/_data/13579/mastDownload/HST/ich401hfq/ich401hfq_flt.fits,1,ich401hfq,2014-06-24,G102,291.997894,False,-20.0,0.0,56832.23181606,102.934334,0.1282500028610229,-23.3113844553895
17,17,/Users/kbhirombhakdi/_work/_data/13579/mastDownload/HST/ich401hgq/ich401hgq_flt.fits,1,ich401hgq,2014-06-24,G102,291.997986,False,-20.0,2.0,56832.23374865,102.934334,0.1282500028610229,-23.31131716830204
1,1,/Users/kbhirombhakdi/_work/_data/13579/mastDownload/HST/ich401hhq/ich401hhq_flt.fits,1,ich401hhq,2014-06-24,G102,291.997803,False,-20.0,-2.0,56832.23571643,102.934334,0.1282500028610229,-23.31154060908694
37,37,/Users/kbhirombhakdi/_work/_data/13579/mastDownload/HST/ich401hiq/ich401hiq_flt.fits,1,ich401hiq,2014-06-24,G102,291.997894,False,-20.0,0.5,56832.23766087,102.934334,0.1282500028610229,-23.3113844553895
5,5,/Users/kbhirombhakdi/_work/_data/13579/mastDownload/HST/ich401hkq/ich401hkq_flt.fits,1,ich401hkq,2014-06-24,F098M,291.998291,False,-4.0,-28.0,56832.24678124,5.864582,0.1282500028610229,-23.31100486049997
18,18,/Users/kbhirombhakdi/_work/_data/13579/mastDownload/HST/ich401hmq/ich401hmq_flt.fits,1,ich401hmq,2014-06-24,G102,291.998291,False,-4.0,-28.0,56832.24753346,102.934334,0.1282500028610229,-23.31100486049997
21,21,/Users/kbhirombhakdi/_work/_data/13579/mastDownload/HST/ich401hnq/ich401hnq_flt.fits,1,ich401hnq,2014-06-24,G102,291.998413,False,-4.0,-26.0,56832.24946643,102.934334,0.1282500028610229,-23.31078142036778
13,13,/Users/kbhirombhakdi/_work/_data/13579/mastDownload/HST/ich401hoq/ich401hoq_flt.fits,1,ich401hoq,2014-06-24,F098M,292.001099,False,-4.0,34.0,56832.25173495,5.864582,0.1282500028610229,-23.30819154712261
27,27,/Users/kbhirombhakdi/_work/_data/13579/mastDownload/HST/ich401hqq/ich401hqq_flt.fits,1,ich401hqq,2014-06-24,G102,292.001099,False,-4.0,34.0,56832.25248717,102.934334,0.1282500028610229,-23.30819154712261
31,31,/Users/kbhirombhakdi/_work/_data/13579/mastDownload/HST/ich401hrq/ich401hrq_flt.fits,1,ich401hrq,2014-06-24,G102,292.00119,False,-4.0,36.0,56832.25442013,102.934334,0.1282500028610229,-23.30803538959632
23,23,/Users/kbhirombhakdi/_work/_data/13579/mastDownload/HST/ich401hvq/ich401hvq_flt.fits,1,ich401hvq,2014-06-24,G141,291.997894,False,-20.0,0.0,56832.29065865,102.934334,0.1282500028610229,-23.3113844553895
9,9,/Users/kbhirombhakdi/_work/_data/13579/mastDownload/HST/ich401hwq/ich401hwq_flt.fits,1,ich401hwq,2014-06-24,G141,291.997986,False,-20.0,2.0,56832.29259161,102.934334,0.1282500028610229,-23.31131716830204
28,28,/Users/kbhirombhakdi/_work/_data/13579/mastDownload/HST/ich401hxq/ich401hxq_flt.fits,1,ich401hxq,2014-06-24,G141,291.997803,False,-20.0,-2.0,56832.29455902,102.934334,0.1282500028610229,-23.31154060908694
6,6,/Users/kbhirombhakdi/_work/_data/13579/mastDownload/HST/ich401hyq/ich401hyq_flt.fits,1,ich401hyq,2014-06-24,G141,291.997894,False,-20.0,0.5,56832.29650346,102.934334,0.1282500028610229,-23.3113844553895
4,4,/Users/kbhirombhakdi/_work/_data/13579/mastDownload/HST/ich401i2q/ich401i2q_flt.fits,1,ich401i2q,2014-06-24,G141,291.998291,False,-4.0,-28.0,56832.30675828,102.934334,0.1282500028610229,-23.31100486049997
34,34,/Users/kbhirombhakdi/_work/_data/13579/mastDownload/HST/ich401i3q/ich401i3q_flt.fits,1,ich401i3q,2014-06-24,G141,291.998413,False,-4.0,-26.0,56832.30869124,102.934334,0.1282500028610229,-23.31078142036778
12,12,/Users/kbhirombhakdi/_work/_data/13579/mastDownload/HST/ich401i6q/ich401i6q_flt.fits,1,ich401i6q,2014-06-24,G141,292.001099,False,-4.0,34.0,56832.31187383,102.934334,0.1282500028610229,-23.30819154712261
3,3,/Users/kbhirombhakdi/_work/_data/13579/mastDownload/HST/ich401i8q/ich401i8q_flt.fits,1,ich401i8q,2014-06-24,G141,292.00119,False,-4.0,36.0,56832.3212142,102.934334,0.1282500028610229,-23.30803538959632
29,29,/Users/kbhirombhakdi/_work/_data/13579/mastDownload/HST/ich402alq/ich402alq_flt.fits,1,ich402alq,2014-07-05,F098M,291.992615,False,-71.0,0.0,56843.05557754,5.864582,0.1282500028610229,-23.31672035795224
7,7,/Users/kbhirombhakdi/_work/_data/13579/mastDownload/HST/ich402anq/ich402anq_flt.fits,1,ich402anq,2014-07-05,G102,291.992615,False,-71.0,0.0,56843.05632976,102.934334,0.1282500028610229,-23.31672035795224
26,26,/Users/kbhirombhakdi/_work/_data/13579/mastDownload/HST/ich402aoq/ich402aoq_flt.fits,1,ich402aoq,2014-07-05,G102,291.992706,False,-71.0,2.0,56843.05826272,102.934334,0.1282500028610229,-23.31656421036691
11,11,/Users/kbhirombhakdi/_work/_data/13579/mastDownload/HST/ich402aqq/ich402aqq_flt.fits,1,ich402aqq,2014-07-05,G102,291.992615,False,-71.0,-2.0,56843.0602305,102.934334,0.1282500028610229,-23.31672035795224
15,15,/Users/kbhirombhakdi/_work/_data/13579/mastDownload/HST/ich402arq/ich402arq_flt.fits,1,ich402arq,2014-07-05,G102,291.992615,False,-71.0,0.5,56843.06217495,102.934334,0.1282500028610229,-23.31672035795224
33,33,/Users/kbhirombhakdi/_work/_data/13579/mastDownload/HST/ich402atq/ich402atq_flt.fits,1,ich402atq,2014-07-05,F098M,291.991394,False,-71.0,-28.0,56843.07644569,5.864582,0.1282500028610229,-23.31785914881327
0,0,/Users/kbhirombhakdi/_work/_data/13579/mastDownload/HST/ich402avq/ich402avq_flt.fits,1,ich402avq,2014-07-05,G102,291.991394,False,-71.0,-28.0,56843.07719791,102.934334,0.1282500028610229,-23.31785914881327
36,36,/Users/kbhirombhakdi/_work/_data/13579/mastDownload/HST/ich402awq/ich402awq_flt.fits,1,ich402awq,2014-07-05,G102,291.991486,False,-71.0,-26.0,56843.07913087,102.934334,0.1282500028610229,-23.31785914881327
16,16,/Users/kbhirombhakdi/_work/_data/13579/mastDownload/HST/ich402axq/ich402axq_flt.fits,1,ich402axq,2014-07-05,F098M,291.99411,False,-71.0,34.0,56843.11084383,5.864582,0.1282500028610229,-23.31520197413422
22,22,/Users/kbhirombhakdi/_work/_data/13579/mastDownload/HST/ich402azq/ich402azq_flt.fits,1,ich402azq,2014-07-05,G102,291.99411,False,-71.0,34.0,56843.11159606,102.934334,0.1282500028610229,-23.31520197413422
30,30,/Users/kbhirombhakdi/_work/_data/13579/mastDownload/HST/ich402b0q/ich402b0q_flt.fits,1,ich402b0q,2014-07-05,G102,291.994202,False,-71.0,36.0,56843.11352902,102.934334,0.1282500028610229,-23.31504582500031
24,24,/Users/kbhirombhakdi/_work/_data/13579/mastDownload/HST/ich402b4q/ich402b4q_flt.fits,1,ich402b4q,2014-07-05,G141,291.992615,False,-71.0,0.0,56843.12466309,102.934334,0.1282500028610229,-23.31672035795224
10,10,/Users/kbhirombhakdi/_work/_data/13579/mastDownload/HST/ich402b5q/ich402b5q_flt.fits,1,ich402b5q,2014-07-05,G141,291.992706,False,-71.0,2.0,56843.12659606,102.934334,0.1282500028610229,-23.31656421036691
8,8,/Users/kbhirombhakdi/_work/_data/13579/mastDownload/HST/ich402b6q/ich402b6q_flt.fits,1,ich402b6q,2014-07-05,G141,291.992615,False,-71.0,-2.0,56843.12856383,102.934334,0.1282500028610229,-23.31672035795224
25,25,/Users/kbhirombhakdi/_work/_data/13579/mastDownload/HST/ich402b7q/ich402b7q_flt.fits,1,ich402b7q,2014-07-05,G141,291.992615,False,-71.0,0.5,56843.13050828,102.934334,0.1282500028610229,-23.31672035795224
32,32,/Users/kbhirombhakdi/_work/_data/13579/mastDownload/HST/ich402bbq/ich402bbq_flt.fits,1,ich402bbq,2014-07-05,G141,291.991394,False,-71.0,-28.0,56843.14330902,102.934334,0.1282500028610229,-23.31785914881327
2,2,/Users/kbhirombhakdi/_work/_data/13579/mastDownload/HST/ich402bcq/ich402bcq_flt.fits,1,ich402bcq,2014-07-05,G141,291.991486,False,-71.0,-26.0,56843.14524198,102.934334,0.1282500028610229,-23.31785914881327
20,20,/Users/kbhirombhakdi/_work/_data/13579/mastDownload/HST/ich402bfq/ich402bfq_flt.fits,1,ich402bfq,2014-07-05,G141,291.99411,False,-71.0,34.0,56843.17817013,102.934334,0.1282500028610229,-23.31520197413422
35,35,/Users/kbhirombhakdi/_work/_data/13579/mastDownload/HST/ich402bhq/ich402bhq_flt.fits,1,ich402bhq,2014-07-05,G141,291.994202,False,-71.0,36.0,56843.1875105,102.934334,0.1282500028610229,-23.31504582500031
