,xyd,xydiff,xyoff,confile,beam,gfile,dfile,xyref
0,341.04475,0.0,0.0,/Users/kbhirombhakdi/_work/_calib_files/WFC3.IR.G102.cal.V4.32/G102.F098M.V4.32.conf,A,/Users/kbhirombhakdi/_work/_data/13580/mastDownload/HST/ich501bcq/ich501bcq_flt.fits,/Users/kbhirombhakdi/_work/_data/13580/mastDownload/HST/ich501baq/ich501baq_flt.fits,341.04475
1,176.81512,0.0,0.0,,,1.0,1.0,176.81512
