,xyd,xydiff,xyoff,confile,beam,gfile,dfile,xyref
0,609.08939,4.22884980819621,0.0,/Users/kbhirombhakdi/_work/_calib_files/WFC3.IR.G102.cal.V4.32/G102.F110W.V4.32.conf,A,/Users/kbhirombhakdi/_work/_data/15089/mastDownload/HST/idlk01joq/idlk01joq_flt.fits,/Users/kbhirombhakdi/_work/_data/15089/mastDownload/HST/idlk01jjq/idlk01jjq_flt.fits,613.3182398081962
1,412.55856,1.4172319371950641,0.0,,,1.0,1.0,413.9757919371951
