,xyd,xydiff,xyoff,confile,beam,gfile,dfile,xyref
0,174.72078,29.02925471303422,0.0,/Users/kbhirombhakdi/_work/_calib_files/WFC3.IR.G102.cal.V4.32/G102.F125W.V4.32.conf,A,/Users/kbhirombhakdi/_work/_data/16042/HST/ie8a01k4q/ie8a01k4q_flt.fits,/Users/kbhirombhakdi/_work/_data/16042/HST/ie8a01juq/ie8a01juq_flt.fits,203.7500347130342
1,188.8323,21.707601854924434,0.0,,,1.0,1.0,210.53990185492444
