,xyd,xydiff,xyoff,confile,beam,gfile,dfile,xyref
0,619.36497,2.6425730404642342,0.0,/Users/kbhirombhakdi/_work/_calib_files/WFC3.IR.G102.cal.V4.32/G102.F110W.V4.32.conf,A,/Users/kbhirombhakdi/_work/_data/15089/mastDownload/HST/idlk03b5q/idlk03b5q_flt.fits,/Users/kbhirombhakdi/_work/_data/15089/mastDownload/HST/idlk03azq/idlk03azq_flt.fits,622.0075430404642
1,540.27546,3.780194847444647,0.0,,,1.0,1.0,544.0556548474445
