,xyd,xydiff,xyoff,confile,beam,gfile,dfile,xyref
0,192.81532,18.47953954876894,0.0,/Users/kbhirombhakdi/_work/_calib_files/WFC3.IR.G141.cal.V4.32/G141.F140W.V4.32.conf,A,./idwbk4d8q_S03/idwbk4d8q_crclean.fits,/Users/kbhirombhakdi/_work/_data/15510/mastDownload/HST/idwbk4czq/idwbk4czq_flt.fits,211.29485954876895
1,246.72501,12.257309668082343,0.0,,,1.0,1.0,258.98231966808237
