,ww,cps
0,6996.781674596814,0.04455597435306924
1,7020.929823769569,0.08008349507724244
2,7045.077972942326,0.07038839354973181
3,7069.226122115079,-0.34372164199322697
4,7093.374271287836,-0.2038788466018353
5,7117.522420460591,-0.005188546451771359
6,7141.670569633346,-0.21984982391760433
7,7165.818718806102,-0.03638287209932933
8,7189.966867978857,-0.11771835839729405
9,7214.115017151613,-0.415326181035387
10,7238.2631663243665,-0.05288508385285429
11,7262.411315497123,-0.3211530209703488
12,7286.559464669878,-0.06037100734528433
13,7310.707613842635,-0.39988446000037925
14,7334.855763015389,-0.20954949809150403
15,7359.003912188145,-0.19611758741609453
16,7383.1520613609,-0.3887021994821698
17,7407.3002105336545,-0.2398163137971796
18,7431.448359706411,-0.1780228099234984
19,7455.596508879166,-0.4021425172526101
20,7479.744658051923,-0.37628408170049266
21,7503.892807224676,-0.27291550987802626
22,7528.040956397433,-0.24411394020912347
23,7552.189105570187,-0.18288176355530172
24,7576.3372547429435,-0.2101364789819602
25,7600.485403915698,-0.21524900476301578
26,7624.6335530884535,-0.016813856222098522
27,7648.781702261209,-0.12749892772263927
28,7672.929851433963,0.022270315628406756
29,7697.07800060672,0.11150050997377914
30,7721.226149779475,0.38576374546240455
31,7745.374298952232,0.6657048646076831
32,7769.522448124987,0.6655706033691047
33,7793.670597297742,1.2501665082318176
34,7817.818746470497,1.3580029375294185
35,7841.9668956432515,1.9343582974050664
36,7866.115044816008,2.225929894491771
37,7890.263193988763,2.696545994456499
38,7914.411343161519,2.9286287941643323
39,7938.559492334273,2.9374570502337614
40,7962.70764150703,3.404123263351435
41,7986.855790679785,3.788274850585842
42,8011.003939852541,4.174050264943727
43,8035.152089025295,4.204645552777463
44,8059.3002381980505,4.428832691511678
45,8083.448387370807,4.524560215635056
46,8107.596536543562,4.522624176172987
47,8131.744685716319,5.200182893075568
48,8155.892834889072,5.117416791986716
49,8180.040984061829,5.3878916754806045
50,8204.189133234584,5.468972460358677
51,8228.33728240734,5.787621581866447
52,8252.485431580095,6.389121284686222
53,8276.63358075285,6.391840969319263
54,8300.781729925606,6.584072388103981
55,8324.929879098361,6.686440524351062
56,8349.078028271117,7.016135309930017
57,8373.22617744387,6.999767691496129
58,8397.374326616628,7.3980120264636415
59,8421.522475789381,7.259540573686446
60,8445.670624962137,8.084236865688684
61,8469.818774134892,7.210686934860921
62,8493.966923307646,7.714457192221553
63,8518.115072480403,7.81343021137515
64,8542.263221653158,7.677887223725063
65,8566.411370825914,8.475501638256429
66,8590.559519998671,8.727684456651545
67,8614.707669171425,8.768967522572645
68,8638.85581834418,8.462861742716075
69,8663.003967516936,8.381690916215115
70,8687.152116689691,8.877163216821614
