,ww,flam_smooth
367,12294.33795242522,1.1513795021044315e-17
368,12339.86195156063,1.1485750922797098e-17
369,12339.877142956124,1.1438524395600035e-17
370,12385.401293165034,1.1430247313058789e-17
371,12385.416333487028,1.1375414794888207e-17
372,12430.940634769437,1.1360724794849149e-17
373,12430.955524017932,1.1273663065481652e-17
374,12476.479976373841,1.1230652084261904e-17
375,12476.494714548835,1.1169184522342169e-17
376,12522.019317978245,1.1171817666345544e-17
377,12522.033905079741,1.1145387271131346e-17
378,12567.558659582648,1.1150047001188963e-17
379,12567.573095610642,1.1094251872177156e-17
380,12613.09800118705,1.1072074073910249e-17
381,12613.112286141546,1.0986216029632293e-17
382,12658.637342791455,1.0971727234321626e-17
383,12658.65147667245,1.0898438306112567e-17
384,12704.176684395858,1.0839118544362523e-17
385,12704.190667203353,1.0792607761260373e-17
386,12749.716026000262,1.0730531488215063e-17
387,12749.729857734255,1.0688273608231536e-17
388,12795.255367604663,1.0656014286098439e-17
389,12795.269048265158,1.0613704279474496e-17
390,12840.794709209067,1.0595056407593694e-17
391,12840.808238796064,1.0555999550379003e-17
392,12886.334050813472,1.0543045360227027e-17
393,12886.347429326963,1.0501160055312235e-17
394,12931.873392417876,1.0506139900248242e-17
395,12931.88661985787,1.0501942786448182e-17
396,12977.41273402228,1.0509859878095107e-17
397,12977.425810388777,1.0480386946566219e-17
398,13022.952075626685,1.0452078142296932e-17
399,13022.965000919678,1.0404650075793589e-17
400,13068.49141723109,1.036508843504598e-17
401,13068.504191450582,1.033540418901591e-17
402,13114.030758835488,1.0301350553264203e-17
403,13114.043381981486,1.0260962223165486e-17
404,13159.570100439892,1.0235857449632297e-17
405,13159.582572512387,1.0167674368382175e-17
406,13205.109442044297,1.0149170330376767e-17
407,13205.121763043291,1.0079797143682199e-17
408,13250.648783648701,1.0079573250115375e-17
409,13250.660953574197,1.0037622324670615e-17
410,13296.188125253104,1.0029020074464912e-17
411,13296.2001441051,9.997896941755133e-18
412,13341.727466857505,9.956881108595973e-18
413,13341.739334636004,9.910231977367107e-18
414,13387.266808461909,9.866438180065302e-18
415,13387.278525166908,9.809980996346627e-18
416,13432.806150066312,9.78672827608565e-18
417,13432.817715697807,9.718917845351283e-18
418,13478.345491670716,9.686182638584798e-18
419,13478.356906228712,9.621126400885423e-18
420,13523.88483327512,9.573843700083007e-18
421,13523.89609675962,9.512508477686118e-18
422,13569.424174879525,9.478930636416543e-18
423,13569.435287290522,9.438209236545762e-18
424,13614.963516483927,9.418722813903172e-18
425,13614.974477821423,9.408771503885317e-18
426,13660.50285808833,9.391541329663544e-18
427,13660.513668352329,9.364459310664279e-18
428,13706.042199692734,9.351963758130963e-18
429,13706.052858883233,9.317536776069355e-18
430,13751.58154129714,9.285755884623415e-18
431,13751.592049414136,9.249870061472466e-18
432,13797.120882901541,9.206067242921295e-18
433,13797.131239945042,9.143322382296112e-18
434,13842.660224505944,9.101266525920496e-18
435,13842.670430475942,9.045841588724663e-18
436,13888.199566110348,8.999278707511787e-18
437,13888.209621006843,8.961992216335805e-18
438,13933.73890771475,8.933016277214521e-18
439,13933.74881153775,8.900397436692385e-18
440,13979.278249319155,8.887538230634747e-18
441,13979.288002068652,8.867757436221682e-18
442,14024.817590923558,8.849844551206707e-18
443,14024.827192599556,8.83248488831884e-18
444,14070.356932527962,8.831244391260874e-18
445,14070.366383130458,8.81586057835868e-18
446,14115.896274132368,8.833441181750039e-18
447,14115.905573661365,8.821781548365048e-18
448,14161.435615736767,8.827111968010715e-18
449,14161.444764192269,8.820625413123956e-18
450,14206.974957341172,8.816556966151782e-18
451,14206.983954723171,8.789452835140544e-18
452,14252.514298945576,8.771321453643512e-18
453,14252.523145254077,8.739806803325763e-18
454,14298.05364054998,8.721601437373567e-18
455,14298.062335784978,8.707473204348272e-18
456,14343.592982154385,8.696143998821551e-18
457,14343.60152631588,8.658412099973637e-18
458,14389.132323758786,8.64150046101292e-18
459,14389.140716846785,8.602464288437276e-18
460,14434.67166536319,8.586863045044284e-18
461,14434.679907377693,8.567918889235457e-18
462,14480.211006967595,8.571178222922651e-18
463,14480.219097908594,8.558541885859114e-18
464,14525.750348571997,8.566903260195603e-18
465,14525.758288439498,8.554596597494224e-18
466,14571.2896901764,8.548554926761361e-18
467,14571.2974789704,8.53217702945544e-18
468,14616.8290317808,8.525180772665439e-18
469,14616.836669501303,8.499784969266772e-18
470,14662.368373385207,8.48626008301761e-18
471,14662.375860032207,8.456664047958865e-18
472,14707.907714989611,8.429918616401276e-18
473,14707.915050563113,8.394629876713144e-18
474,14753.447056594014,8.384141550978197e-18
475,14753.454241094014,8.349644093538571e-18
476,14798.986398198418,8.356442027783512e-18
477,14798.993431624916,8.326497279833923e-18
478,14844.52573980282,8.32476559605899e-18
479,14844.532622155815,8.292953768028356e-18
480,14890.065081407223,8.292630547715047e-18
481,14890.071812686723,8.248059588197606e-18
482,14935.604423011628,8.2275501376409e-18
483,14935.611003217631,8.211575423088372e-18
484,14981.143764616032,8.179171168250752e-18
485,14981.150193748532,8.17972873131491e-18
486,15026.683106220436,8.172490658846361e-18
487,15026.689384279434,8.164661237033509e-18
488,15072.222447824839,8.179634418218129e-18
489,15072.228574810339,8.169003261205887e-18
490,15117.761789429243,8.184882854780569e-18
491,15117.767765341245,8.167652640297602e-18
492,15163.301131033644,8.188819319164808e-18
493,15163.306955872144,8.192348473356436e-18
494,15208.840472638047,8.19748455741705e-18
495,15208.84614640305,8.208909224774743e-18
496,15254.379814242451,8.206961839334582e-18
497,15254.385336933952,8.204994760582324e-18
498,15299.919155846856,8.190179323420376e-18
499,15299.924527464857,8.182638167016651e-18
500,15345.45849745126,8.175848806252468e-18
501,15345.463717995759,8.176280548499917e-18
502,15390.997839055664,8.182243257745795e-18
503,15391.002908526665,8.199201185718475e-18
504,15436.537180660069,8.213012641031202e-18
505,15436.542099057568,8.209691440772136e-18
506,15482.076522264468,8.22400474240403e-18
507,15482.08128958847,8.198027016361716e-18
508,15527.615863868872,8.209866362612025e-18
509,15527.620480119374,8.199071359595321e-18
510,15573.155205473277,8.203654152264345e-18
511,15573.15967065028,8.187584135682769e-18
512,15618.69454707768,8.175398576740747e-18
513,15618.698861181181,8.147088743881952e-18
514,15664.233888682085,8.114404204532771e-18
515,15664.238051712086,8.079561485973376e-18
516,15709.773230286486,8.051202557569592e-18
517,15709.777242242988,8.04398816501193e-18
518,15755.31257189089,8.04348100723021e-18
519,15755.316432773892,8.029393188158146e-18
520,15800.851913495295,8.018133138454426e-18
521,15800.855623304795,7.998366445739894e-18
522,15846.391255099696,8.007627873224862e-18
523,15846.394813835701,7.997690811009001e-18
524,15891.9305967041,8.019035359517332e-18
525,15891.934004366603,8.044946887503597e-18
526,15937.469938308503,8.085852757118805e-18
527,15937.473194897504,8.097963827681059e-18
528,15983.009279912907,8.099401222535761e-18
529,15983.012385428408,8.077419150385847e-18
530,16028.548621517311,8.063866181397031e-18
531,16028.551575959316,8.058221441971183e-18
532,16074.087963121714,8.032073059349181e-18
533,16074.09076649022,8.00088343726241e-18
534,16119.627304726118,7.977448833842608e-18
535,16119.629957021118,7.95104241806509e-18
536,16165.166646330525,7.931193021146155e-18
537,16165.169147552024,7.905197234776424e-18
538,16210.705987934924,7.88628649616747e-18
539,16210.708338082928,7.860539487163115e-18
540,16256.245329539328,7.848326202018619e-18
541,16256.247528613832,7.828421460061572e-18
542,16301.78467114373,7.808106982980006e-18
543,16301.786719144737,7.806782660312232e-18
544,16347.324012748137,7.794806595669025e-18
545,16347.32590967564,7.787374735384477e-18
546,16392.863354352543,7.75447071283967e-18
547,16392.86510020654,7.732100346235858e-18
548,16438.402695956942,7.68798388910956e-18
549,16438.404290737446,7.668035467587593e-18
550,16483.942037561348,7.655807836518788e-18
551,16483.94348126835,7.63547579509471e-18
552,16529.48137916575,7.6750072379585e-18
553,16529.482671799255,7.635503494084702e-18
554,16575.02072077015,7.652833377590122e-18
555,16575.021862330155,7.58339806640376e-18
556,16620.560062374556,7.595789075485776e-18
557,16620.56105286106,7.528281729320797e-18
558,16666.09940397896,7.501007523554142e-18
559,16666.100243391964,7.418463347469346e-18
560,16711.638745583365,7.406840562634862e-18
561,16711.63943392287,7.312723679655577e-18
562,16757.178087187767,7.288580438906679e-18
563,16757.178624453772,7.183065414582106e-18
564,16802.717428792166,7.159270087800771e-18
565,16802.717814984673,7.077716376442716e-18
566,16848.256770396576,7.068979314412665e-18
567,16848.257005515577,7.02270170928158e-18
568,16893.796112000982,7.009815608397704e-18
569,16893.79619604648,6.9303964501467525e-18
570,16939.335386577386,6.9198400744738556e-18
571,16939.33545360538,6.890002128476341e-18
572,16984.87457710829,6.899925325646661e-18
573,16984.874795209784,6.8874635421730824e-18
