,xyd,xydiff,xyoff,confile,beam,gfile,dfile,xyref
0,174.72078,18.47953954876894,0.0,/Users/kbhirombhakdi/_work/_calib_files/WFC3.IR.G102.cal.V4.32/G102.F125W.V4.32.conf,A,/Users/kbhirombhakdi/_work/_data/16042/HST/ie8a01k3q/ie8a01k3q_flt.fits,/Users/kbhirombhakdi/_work/_data/16042/HST/ie8a01juq/ie8a01juq_flt.fits,193.20031954876893
1,188.8323,12.257309668082343,0.0,,,1.0,1.0,201.08960966808235
