,xyd,xydiff,xyoff,confile,beam,gfile,dfile,xyref
0,620.00435,2.6425730404642342,0.0,/Users/kbhirombhakdi/_work/_calib_files/WFC3.IR.G141.cal.V4.32/G141.F160W.V4.32.conf,A,/Users/kbhirombhakdi/_work/_data/15089/mastDownload/HST/idlk02jzq/idlk02jzq_flt.fits,/Users/kbhirombhakdi/_work/_data/15089/mastDownload/HST/idlk02jtq/idlk02jtq_flt.fits,622.6469230404642
1,549.99954,3.780194847444647,0.0,,,1.0,1.0,553.7797348474446
