,xyref,xgbound,dydx,dldp,xh,yh,ww
0,128.93668516426527,25,-0.8187059997141588,6377.869709276429,25,-0.48771194660211487,6981.2236851405205
1,217.81063817176926,250,0.013239762124481757,24.132044058543084,26,-0.4744721844776331,7005.357844175084
2,,,,,27.0,-0.4612324223531514,7029.492003209648
3,,,,,28.0,-0.4479926602286696,7053.626162244212
4,,,,,29.0,-0.4347528981041879,7077.760321278775
5,,,,,30.0,-0.4215131359797061,7101.894480313339
6,,,,,31.0,-0.40827337385522433,7126.028639347903
7,,,,,32.0,-0.3950336117307426,7150.1627983824665
8,,,,,33.0,-0.38179384960626084,7174.29695741703
9,,,,,34.0,-0.3685540874817791,7198.431116451594
10,,,,,35.0,-0.3553143253572973,7222.565275486158
11,,,,,36.0,-0.34207456323281554,7246.699434520721
12,,,,,37.0,-0.3288348011083338,7270.833593555285
13,,,,,38.0,-0.315595038983852,7294.967752589849
14,,,,,39.0,-0.30235527685937025,7319.101911624412
15,,,,,40.0,-0.2891155147348885,7343.236070658976
16,,,,,41.0,-0.27587575261040675,7367.37022969354
17,,,,,42.0,-0.262635990485925,7391.504388728104
18,,,,,43.0,-0.24939622836144326,7415.638547762667
19,,,,,44.0,-0.23615646623696152,7439.772706797231
20,,,,,45.0,-0.22291670411247977,7463.906865831795
21,,,,,46.0,-0.20967694198799802,7488.041024866358
22,,,,,47.0,-0.19643717986351628,7512.175183900922
23,,,,,48.0,-0.18319741773903453,7536.309342935486
24,,,,,49.0,-0.16995765561455267,7560.4435019700495
25,,,,,50.0,-0.15671789349007093,7584.577661004613
26,,,,,51.0,-0.14347813136558918,7608.711820039176
27,,,,,52.0,-0.13023836924110743,7632.84597907374
28,,,,,53.0,-0.11699860711662569,7656.980138108304
29,,,,,54.0,-0.10375884499214394,7681.114297142867
30,,,,,55.0,-0.09051908286766219,7705.248456177431
31,,,,,56.0,-0.07727932074318045,7729.382615211995
32,,,,,57.0,-0.0640395586186987,7753.516774246558
33,,,,,58.0,-0.05079979649421695,7777.650933281122
34,,,,,59.0,-0.037560034369735096,7801.785092315686
35,,,,,60.0,-0.02432027224525335,7825.919251350249
36,,,,,61.0,-0.011080510120771603,7850.053410384813
37,,,,,62.0,0.0021592520037101437,7874.187569419377
38,,,,,63.0,0.01539901412819189,7898.3217284539405
39,,,,,64.0,0.028638776252673637,7922.455887488504
40,,,,,65.0,0.04187853837715538,7946.590046523068
41,,,,,66.0,0.05511830050163713,7970.724205557632
42,,,,,67.0,0.06835806262611888,7994.858364592195
43,,,,,68.0,0.08159782475060062,8018.992523626759
44,,,,,69.0,0.09483758687508237,8043.126682661323
45,,,,,70.0,0.10807734899956423,8067.2608416958865
46,,,,,71.0,0.12131711112404597,8091.39500073045
47,,,,,72.0,0.13455687324852772,8115.529159765014
48,,,,,73.0,0.14779663537300947,8139.663318799578
49,,,,,74.0,0.1610363974974912,8163.797477834141
50,,,,,75.0,0.17427615962197296,8187.931636868705
51,,,,,76.0,0.18751592174645482,8212.065795903269
52,,,,,77.0,0.20075568387093656,8236.199954937832
53,,,,,78.0,0.2139954459954183,8260.334113972396
54,,,,,79.0,0.22723520811990006,8284.46827300696
55,,,,,80.0,0.2404749702443818,8308.602432041524
56,,,,,81.0,0.25371473236886355,8332.736591076087
57,,,,,82.0,0.2669544944933453,8356.870750110651
58,,,,,83.0,0.28019425661782704,8381.004909145215
59,,,,,84.0,0.2934340187423088,8405.139068179778
60,,,,,85.0,0.30667378086679054,8429.273227214342
61,,,,,86.0,0.3199135429912723,8453.407386248906
62,,,,,87.0,0.33315330511575403,8477.54154528347
63,,,,,88.0,0.3463930672402358,8501.675704318033
64,,,,,89.0,0.3596328293647175,8525.809863352597
65,,,,,90.0,0.37287259148919927,8549.94402238716
66,,,,,91.0,0.386112353613681,8574.078181421724
67,,,,,92.0,0.39935211573816276,8598.212340456288
68,,,,,93.0,0.4125918778626445,8622.346499490852
69,,,,,94.0,0.42583163998712625,8646.480658525415
70,,,,,95.0,0.439071402111608,8670.61481755998
71,,,,,96.0,0.45231116423608975,8694.748976594543
72,,,,,97.0,0.4655509263605717,8718.883135629107
73,,,,,98.0,0.47879068848505346,8743.01729466367
74,,,,,99.0,0.4920304506095352,8767.151453698234
75,,,,,100.0,0.505270212734017,8791.285612732798
76,,,,,101.0,0.5185099748584987,8815.41977176736
77,,,,,102.0,0.5317497369829804,8839.553930801925
78,,,,,103.0,0.5449894991074622,8863.688089836487
79,,,,,104.0,0.5582292612319439,8887.822248871053
80,,,,,105.0,0.5714690233564257,8911.956407905616
81,,,,,106.0,0.5847087854809074,8936.09056694018
82,,,,,107.0,0.5979485476053892,8960.224725974744
83,,,,,108.0,0.6111883097298709,8984.358885009307
84,,,,,109.0,0.6244280718543527,9008.49304404387
85,,,,,110.0,0.6376678339788344,9032.627203078435
86,,,,,111.0,0.6509075961033162,9056.761362112997
87,,,,,112.0,0.6641473582277979,9080.895521147562
88,,,,,113.0,0.6773871203522797,9105.029680182124
89,,,,,114.0,0.6906268824767614,9129.16383921669
90,,,,,115.0,0.7038666446012432,9153.297998251252
91,,,,,116.0,0.7171064067257249,9177.432157285817
92,,,,,117.0,0.7303461688502066,9201.566316320379
93,,,,,118.0,0.7435859309746886,9225.700475354943
94,,,,,119.0,0.7568256930991704,9249.834634389506
95,,,,,120.0,0.7700654552236521,9273.968793424072
96,,,,,121.0,0.7833052173481339,9298.102952458634
97,,,,,122.0,0.7965449794726156,9322.2371114932
98,,,,,123.0,0.8097847415970973,9346.371270527761
99,,,,,124.0,0.8230245037215791,9370.505429562327
100,,,,,125.0,0.8362642658460608,9394.639588596889
101,,,,,126.0,0.8495040279705426,9418.773747631452
102,,,,,127.0,0.8627437900950243,9442.907906666016
103,,,,,128.0,0.8759835522195061,9467.04206570058
104,,,,,129.0,0.8892233143439878,9491.176224735143
105,,,,,130.0,0.9024630764684696,9515.310383769707
106,,,,,131.0,0.9157028385929513,9539.44454280427
107,,,,,132.0,0.9289426007174331,9563.578701838835
108,,,,,133.0,0.9421823628419148,9587.712860873398
109,,,,,134.0,0.9554221249663966,9611.847019907962
110,,,,,135.0,0.9686618870908783,9635.981178942526
111,,,,,136.0,0.98190164921536,9660.11533797709
112,,,,,137.0,0.9951414113398418,9684.249497011653
113,,,,,138.0,1.0083811734643235,9708.383656046217
114,,,,,139.0,1.0216209355888055,9732.51781508078
115,,,,,140.0,1.0348606977132873,9756.651974115344
116,,,,,141.0,1.048100459837769,9780.786133149908
117,,,,,142.0,1.0613402219622508,9804.920292184472
118,,,,,143.0,1.0745799840867325,9829.054451219035
119,,,,,144.0,1.0878197462112142,9853.1886102536
120,,,,,145.0,1.101059508335696,9877.322769288163
121,,,,,146.0,1.1142992704601777,9901.456928322727
122,,,,,147.0,1.1275390325846595,9925.59108735729
123,,,,,148.0,1.1407787947091412,9949.725246391854
124,,,,,149.0,1.154018556833623,9973.859405426418
125,,,,,150.0,1.1672583189581047,9997.993564460981
126,,,,,151.0,1.1804980810825865,10022.127723495545
127,,,,,152.0,1.1937378432070684,10046.261882530109
128,,,,,153.0,1.2069776053315502,10070.396041564672
129,,,,,154.0,1.220217367456032,10094.530200599236
130,,,,,155.0,1.2334571295805137,10118.6643596338
131,,,,,156.0,1.2466968917049954,10142.798518668364
132,,,,,157.0,1.2599366538294772,10166.932677702927
133,,,,,158.0,1.273176415953959,10191.066836737491
134,,,,,159.0,1.2864161780784407,10215.200995772055
135,,,,,160.0,1.2996559402029224,10239.335154806618
136,,,,,161.0,1.3128957023274042,10263.469313841182
137,,,,,162.0,1.326135464451886,10287.603472875746
138,,,,,163.0,1.3393752265763677,10311.73763191031
139,,,,,164.0,1.3526149887008494,10335.871790944873
140,,,,,165.0,1.3658547508253311,10360.005949979437
141,,,,,166.0,1.379094512949813,10384.140109014
142,,,,,167.0,1.3923342750742946,10408.274268048564
143,,,,,168.0,1.4055740371987764,10432.408427083128
144,,,,,169.0,1.4188137993232581,10456.542586117692
145,,,,,170.0,1.4320535614477399,10480.676745152254
146,,,,,171.0,1.4452933235722216,10504.81090418682
147,,,,,172.0,1.4585330856967034,10528.945063221381
148,,,,,173.0,1.4717728478211851,10553.079222255947
149,,,,,174.0,1.4850126099456669,10577.213381290509
150,,,,,175.0,1.4982523720701486,10601.347540325074
151,,,,,176.0,1.5114921341946304,10625.481699359638
152,,,,,177.0,1.524731896319112,10649.615858394201
153,,,,,178.0,1.5379716584435938,10673.750017428765
154,,,,,179.0,1.5512114205680756,10697.884176463329
155,,,,,180.0,1.5644511826925573,10722.018335497893
156,,,,,181.0,1.577690944817039,10746.152494532456
157,,,,,182.0,1.5909307069415208,10770.286653567018
158,,,,,183.0,1.6041704690660026,10794.420812601584
159,,,,,184.0,1.6174102311904843,10818.554971636146
160,,,,,185.0,1.630649993314966,10842.689130670711
161,,,,,186.0,1.6438897554394478,10866.823289705273
162,,,,,187.0,1.6571295175639296,10890.957448739839
163,,,,,188.0,1.6703692796884113,10915.0916077744
164,,,,,189.0,1.683609041812893,10939.225766808966
165,,,,,190.0,1.6968488039373748,10963.359925843528
166,,,,,191.0,1.7100885660618566,10987.494084878093
167,,,,,192.0,1.7233283281863383,11011.628243912655
168,,,,,193.0,1.7365680903108205,11035.76240294722
169,,,,,194.0,1.7498078524353022,11059.896561981783
170,,,,,195.0,1.763047614559784,11084.030721016348
171,,,,,196.0,1.7762873766842657,11108.16488005091
172,,,,,197.0,1.7895271388087475,11132.299039085476
173,,,,,198.0,1.8027669009332292,11156.433198120038
174,,,,,199.0,1.816006663057711,11180.567357154603
175,,,,,200.0,1.8292464251821927,11204.701516189165
176,,,,,201.0,1.8424861873066745,11228.835675223729
177,,,,,202.0,1.8557259494311562,11252.969834258292
178,,,,,203.0,1.868965711555638,11277.103993292856
179,,,,,204.0,1.8822054736801197,11301.23815232742
180,,,,,205.0,1.8954452358046014,11325.372311361984
181,,,,,206.0,1.9086849979290832,11349.506470396547
182,,,,,207.0,1.921924760053565,11373.640629431111
183,,,,,208.0,1.9351645221780467,11397.774788465675
184,,,,,209.0,1.9484042843025284,11421.90894750024
185,,,,,210.0,1.9616440464270102,11446.043106534802
186,,,,,211.0,1.974883808551492,11470.177265569368
187,,,,,212.0,1.9881235706759737,11494.31142460393
188,,,,,213.0,2.001363332800455,11518.445583638495
189,,,,,214.0,2.0146030949249374,11542.579742673057
190,,,,,215.0,2.0278428570494187,11566.713901707622
191,,,,,216.0,2.041082619173901,11590.848060742184
192,,,,,217.0,2.054322381298382,11614.982219776748
193,,,,,218.0,2.0675621434228644,11639.116378811312
194,,,,,219.0,2.0808019055473457,11663.250537845875
195,,,,,220.0,2.094041667671828,11687.38469688044
196,,,,,221.0,2.107281429796309,11711.518855915003
197,,,,,222.0,2.1205211919207914,11735.653014949567
198,,,,,223.0,2.1337609540452727,11759.78717398413
199,,,,,224.0,2.147000716169755,11783.921333018694
200,,,,,225.0,2.160240478294236,11808.055492053258
201,,,,,226.0,2.1734802404187183,11832.189651087821
202,,,,,227.0,2.1867200025431996,11856.323810122385
203,,,,,228.0,2.199959764667682,11880.457969156949
204,,,,,229.0,2.213199526792163,11904.592128191513
205,,,,,230.0,2.2264392889166453,11928.726287226076
206,,,,,231.0,2.2396790510411266,11952.86044626064
207,,,,,232.0,2.252918813165609,11976.994605295204
208,,,,,233.0,2.26615857529009,12001.128764329767
209,,,,,234.0,2.2793983374145723,12025.262923364331
210,,,,,235.0,2.2926380995390545,12049.397082398895
211,,,,,236.0,2.305877861663536,12073.531241433458
212,,,,,237.0,2.319117623788018,12097.66540046802
213,,,,,238.0,2.3323573859124993,12121.799559502586
214,,,,,239.0,2.3455971480369815,12145.933718537148
215,,,,,240.0,2.358836910161463,12170.067877571713
216,,,,,241.0,2.372076672285945,12194.202036606277
217,,,,,242.0,2.3853164344104263,12218.33619564084
218,,,,,243.0,2.3985561965349085,12242.470354675404
219,,,,,244.0,2.41179595865939,12266.604513709968
220,,,,,245.0,2.425035720783872,12290.738672744532
221,,,,,246.0,2.4382754829083533,12314.872831779096
222,,,,,247.0,2.4515152450328355,12339.00699081366
223,,,,,248.0,2.4647550071573168,12363.141149848223
224,,,,,249.0,2.477994769281799,12387.275308882787
