,xyd,xydiff,xyoff,confile,beam,gfile,dfile,xyref
0,229.02542,21.09942253125979,0.0,/Users/kbhirombhakdi/_work/_calib_files/WFC3.IR.G102.cal.V4.32/G102.F105W.V4.32.conf,A,/Users/kbhirombhakdi/_work/_data/15510/mastDownload/HST/idwbk5lyq/idwbk5lyq_flt.fits,/Users/kbhirombhakdi/_work/_data/15510/mastDownload/HST/idwbk5luq/idwbk5luq_flt.fits,250.1248425312598
1,143.12601,18.853808546267658,0.0,,,1.0,1.0,161.97981854626767
