,Unnamed: 0,ww,cps,apcorr,drzblot_apcorr,sensitivity,wwperpix,flam,dateobs,flam_smooth
83,83,13660.513668352329,5.738698221590698,0.9147427409518318,1.0035322764289885,1.4552718783523804e+16,45.539190530904314,9.433082365798275e-18,201911,9.364459310664279e-18
84,84,13706.042199692734,5.696239196001789,0.9147028813426816,1.004841631502297,1.4551063591730104e+16,45.5393416044044,9.35252902452276e-18,202001,9.351963758130963e-18
84,84,13706.052858883233,5.698849774744691,0.9147028720107054,1.0037984089866798,1.4551061966509056e+16,45.539190530904314,9.36657179409928e-18,201911,9.317536776069357e-18
85,85,13751.58154129714,5.738441549479267,0.9146630122692924,1.0046127810520349,1.4538599679801138e+16,45.53934160440258,9.432456700684242e-18,202001,9.285755884623415e-18
85,85,13751.592049414136,5.655818678286255,0.9146630030695792,1.0042384767962076,1.453859547124038e+16,45.539190530904314,9.300145617007614e-18,201911,9.249870061472468e-18
86,86,13797.120882901541,5.5853857623927805,0.9146231431959034,1.004248314452001,1.452396137187064e+16,45.53934160440258,9.193863323037067e-18,202001,9.206067242921295e-18
86,86,13797.131239945042,5.596350528147401,0.9146231341284528,1.0036546390937446,1.4523960092979702e+16,45.53919053090249,9.217392404591537e-18,201911,9.143322382296112e-18
87,87,13842.660224505944,5.497062884508869,0.9145832741225144,1.0042581547123992,1.453227061811353e+16,45.5393416044044,9.043610708436376e-18,202001,9.101266525920495e-18
87,87,13842.670430475942,5.481124497797668,0.9145832651873266,1.0037566786619356,1.4532276820668022e+16,45.53919053090249,9.021920577970072e-18,201911,9.045841588724664e-18
88,88,13888.199566110348,5.500792227923176,0.9145434050491252,1.0042824259992906,1.4575439977796332e+16,45.5393416044044,9.023117967041564e-18,202001,8.999278707511787e-18
88,88,13888.209621006843,5.41299567356366,0.9145433962462004,1.0039517173798247,1.457545276069001e+16,45.539190530904314,8.882049188945467e-18,201911,8.961992216335805e-18
89,89,13933.73890771475,5.353455744921467,0.9145035359757362,1.0041517347229283,1.4642248661563988e+16,45.53934160440258,8.742888898921278e-18,202001,8.933016277214521e-18
89,89,13933.74881153775,5.443260170366943,0.914503527305074,1.0041129730520226,1.4642264027909248e+16,45.539190530904314,8.889914604390967e-18,201911,8.900397436692385e-18
90,90,13979.278249319155,5.391088210284016,0.914463666902347,1.0039284316783263,1.4725505633736654e+16,45.53934160440258,8.75689748494514e-18,202001,8.887538230634747e-18
90,90,13979.288002068652,5.491305209543884,0.9144636583639476,1.0038647541323618,1.4725527530552812e+16,45.53919053090249,8.920265007342596e-18,201911,8.867757436221683e-18
91,91,14024.817590923558,5.518806539713641,0.914423797828958,1.0041306690392444,1.484633283471368e+16,45.5393416044044,8.889994214071792e-18,202001,8.849844551206708e-18
91,91,14024.827192599556,5.50923464432019,0.9144237894228217,1.0040694495490812,1.4846362794763194e+16,45.539190530904314,8.875127992702961e-18,201911,8.83248488831884e-18
92,92,14070.356932527962,5.557175360857746,0.9143839287555692,1.0043475315663408,1.499996994307847e+16,45.5393416044044,8.858585158848037e-18,202001,8.831244391260875e-18
92,92,14070.366383130458,5.585213400271118,0.9143839204816951,1.0044751712949218,1.5000001745365922e+16,45.53919053090249,8.902159441802355e-18,201911,8.81586057835868e-18
93,93,14115.896274132368,5.575497232615254,0.9143440596821798,1.004459355553371,1.514113523300314e+16,45.53934160440258,8.804331839426363e-18,202001,8.83344118175004e-18
93,93,14115.905573661365,5.589677430536926,0.9143440515405691,1.0045349619743464,1.514115708082472e+16,45.539190530904314,8.826076231876849e-18,201911,8.821781548365049e-18
94,94,14161.435615736767,5.532439790903828,0.914304190608791,1.004424241484136,1.5221156831655684e+16,45.53934160440258,8.691092897178896e-18,202001,8.827111968010715e-18
94,94,14161.444764192269,5.556831337359131,0.9143041825994423,1.004446072733844,1.5221167745096778e+16,45.539190530904314,8.729243431283705e-18,201911,8.820625413123956e-18
95,95,14206.974957341172,5.567749224840901,0.9142643215354018,1.0044898802848172,1.5265976854939296e+16,45.5393416044044,8.72069266246681e-18,202001,8.816556966151782e-18
95,95,14206.983954723171,5.713327623751343,0.9142643136583164,1.0043157387731076,1.5265989636264166e+16,45.539190530904314,8.950284122250087e-18,201911,8.789452835140545e-18
96,96,14252.514298945576,5.645562254130146,0.9142244524620128,1.0048108397937916,1.53495335632623e+16,45.5393416044044,8.792009040107697e-18,202001,8.771321453643512e-18
96,96,14252.523145254077,5.743655897524536,0.91422444471719,1.0043797742206684,1.5349556227044596e+16,45.53919053090249,8.948628830174135e-18,201911,8.739806803325764e-18
97,97,14298.05364054998,5.701864443957112,0.9141845833886236,1.0046055474687272,1.5485730505551144e+16,45.53934160440258,8.803775888948615e-18,202001,8.721601437373568e-18
97,97,14298.062335784978,5.706004716303528,0.9141845757760638,1.0041896326107695,1.5485756162081356e+16,45.53919053090249,8.813832242154087e-18,201911,8.707473204348273e-18
98,98,14343.592982154385,5.6146953927867616,0.9137442355959096,1.0043702886110633,1.5614203566431238e+16,45.53934160440258,8.604014000678768e-18,202001,8.696143998821551e-18
98,98,14343.60152631588,5.613312341120422,0.9137441496223624,1.0040232916118894,1.561422204331747e+16,45.539190530904314,8.604886642958986e-18,201911,8.658412099973637e-18
99,99,14389.132323758786,5.556424819170735,0.913286007045758,1.0043435390182949,1.5687498826580396e+16,45.5393416044044,8.47941507838164e-18,202001,8.64150046101292e-18
99,99,14389.140716846785,5.559015609171571,0.9132859225923512,1.003463411462833,1.5687507189725322e+16,45.539190530904314,8.490833871704745e-18,201911,8.602464288437276e-18
100,100,14434.67166536319,5.623110376536152,0.9128277784956064,1.0042040108828167,1.5711007941866656e+16,45.5393416044044,8.57383286800546e-18,202001,8.586863045044284e-18
100,100,14434.679907377691,5.634653784182251,0.9128276955623398,1.0036654536241838,1.5711010950797188e+16,45.539190530904314,8.59607140167285e-18,201911,8.567918889235458e-18
101,101,14480.211006967595,5.594221674143574,0.9123695499454546,1.003466384610755,1.5720411861566718e+16,45.53934160440258,8.535233234923046e-18,202001,8.571178222922651e-18
101,101,14480.219097908594,5.642747498896301,0.9123694685323284,1.0038531743243322,1.5720414268026862e+16,45.53919053090249,8.605981011539809e-18,201911,8.558541885859114e-18
102,102,14525.750348571997,5.583791457354328,0.9119113213953028,1.003026538608876,1.5735372204709648e+16,45.53934160440258,8.519230931842027e-18,202001,8.566903260195604e-18
102,102,14525.758288439498,5.659072853472412,0.9119112415023171,1.0032535969702578,1.5735374753794622e+16,45.53919053090249,8.632162211625716e-18,201911,8.554596597494225e-18
103,103,14571.2896901764,5.643336139857075,0.9114530928451512,1.0031597734055029,1.5749665337008572e+16,45.5393416044044,8.605446528256996e-18,202001,8.548554926761361e-18
103,103,14571.2974789704,5.664676882174194,0.9114530144723058,1.002945007267274,1.574966746961281e+16,45.539190530904314,8.639866671237912e-18,201911,8.53217702945544e-18
104,104,14616.829031780802,5.552516423403523,0.9109948642949992,1.003142848468283,1.5759844582619138e+16,45.53934160440258,8.465886935260072e-18,202001,8.525180772665439e-18
104,104,14616.836669501303,5.620648719217956,0.9109947874422945,1.0029563507337986,1.5759845156684932e+16,45.539190530904314,8.571390196083007e-18,201911,8.499784969266772e-18
105,105,14662.368373385207,5.4770812618129465,0.9105366357448478,1.0032668484085088,1.5757167661480966e+16,45.5393416044044,8.355460581989585e-18,202001,8.48626008301761e-18
105,105,14662.375860032207,5.576636291887939,0.9105365604122829,1.0032656774878534,1.5757166351168626e+16,45.539190530904314,8.507374489943972e-18,201911,8.456664047958865e-18
106,106,14707.907714989611,5.509885631739398,0.910078407194696,1.0033778699977485,1.5743859017851686e+16,45.53934160440258,8.415914531307701e-18,202001,8.429918616401276e-18
106,106,14707.915050563113,5.537496186640442,0.9100783333822716,1.003359285068104,1.5743856174430828e+16,45.53919053090249,8.458274410233034e-18,201911,8.394629876713144e-18
107,107,14753.447056594014,5.441818319498797,0.9096201786445444,1.0034711991965115,1.5722556830001678e+16,45.5393416044044,8.326627174154467e-18,202001,8.384141550978197e-18
107,107,14753.454241094014,5.472139812853516,0.9096201063522604,1.0037822905097382,1.5722554847427056e+16,45.53919053090249,8.37045718310126e-18,201911,8.349644093538571e-18
108,108,14798.986398198418,5.427144013582964,0.9091619500943928,1.003966956657954,1.5718110066870838e+16,45.53934160440258,8.306605825979525e-18,202001,8.356442027783512e-18
108,108,14798.993431624916,5.430092073824585,0.909161879322249,1.003954696794418,1.5718111879371046e+16,45.539190530904314,8.311246781123505e-18,201911,8.326497279833924e-18
109,109,14844.52573980282,5.3996024953716,0.9087037215442412,1.0042109230938845,1.5746529898312286e+16,45.5393416044044,8.251690534668477e-18,202001,8.32476559605899e-18
109,109,14844.532622155817,5.461714602854432,0.9087036522922376,1.0037442023540415,1.5746538300594776e+16,45.539190530904314,8.350515352175655e-18,201911,8.292953768028356e-18
110,110,14890.065081407223,5.38502284163167,0.9082454929940892,1.004078972734408,1.5828657194495996e+16,45.53934160440258,8.191918164247115e-18,202001,8.292630547715048e-18
110,110,14890.071812686723,5.53744886055249,0.9082454252622264,1.00331399888984,1.5828672827916634e+16,45.539190530904314,8.430237858683935e-18,201911,8.248059588197608e-18
111,111,14935.604423011628,5.416710816561481,0.9077872644439374,1.0040567105962652,1.5957336746006684e+16,45.5393416044044,8.177982262498517e-18,202001,8.2275501376409e-18
111,111,14935.611003217631,5.557760812189758,0.9077871982322148,1.0033495518204405,1.5957358698336204e+16,45.53919053090249,8.396866009783416e-18,201911,8.211575423088372e-18
112,112,14981.143764616032,5.411369405924578,0.907329035893786,1.004082702681192,1.608621830184915e+16,45.5393416044044,8.108344301896041e-18,202001,8.179171168250752e-18
112,112,14981.150193748532,5.550488807108581,0.9073289712022036,1.0033282933613894,1.608623646424322e+16,45.53919053090249,8.323071750708107e-18,201911,8.17972873131491e-18
113,113,15026.683106220436,5.284439049898884,0.906870807343634,1.0043732136722603,1.6167231241456984e+16,45.53934160440258,7.880176628409417e-18,202001,8.172490658846361e-18
113,113,15026.689384279434,5.416964985277832,0.9068707441721924,1.0039781611638956,1.6167238932954552e+16,45.539190530904314,8.081001869855715e-18,201911,8.16466123703351e-18
114,114,15072.222447824839,5.463270984827776,0.9064125787934824,1.0046367765909274,1.619367501359523e+16,45.53934160440258,8.135524921045719e-18,202001,8.17963441821813e-18
114,114,15072.228574810339,5.2983129991557005,0.9064125171421809,1.0039577876631791,1.6193674868861616e+16,45.539190530904314,7.895243731454647e-18,201911,8.169003261205888e-18
115,115,15117.761789429243,5.609556041895647,0.9059543502433306,1.0043544421662518,1.6200047456074854e+16,45.53934160440258,8.3566485458814e-18,202001,8.18488285478057e-18
115,115,15117.767765341245,5.443999625590028,0.9059542901121695,1.004075198331154,1.620004740474216e+16,45.53919053090249,8.11229936709307e-18,201911,8.167652640297602e-18
116,116,15163.301131033644,5.608826957880755,0.9054961216931792,1.0040642136580171,1.6235174868334084e+16,45.5393416044044,8.34411421874259e-18,202001,8.188819319164808e-18
116,116,15163.306955872144,5.607593513872803,0.9054960630821582,1.0040180752950043,1.6235181823196546e+16,45.539190530904314,8.342687255529322e-18,201911,8.192348473356436e-18
117,117,15208.840472638047,5.583840690790911,0.9050378931430272,1.0041618188154429,1.6294817155790898e+16,45.5393416044044,8.279923282648756e-18,202001,8.19748455741705e-18
117,117,15208.84614640305,5.586786962893188,0.9050378360521468,1.0043189261306014,1.629482574573478e+16,45.53919053090249,8.283019831217545e-18,201911,8.208909224774743e-18
118,118,15254.379814242451,5.500462495028279,0.9045796645928756,1.0041950836296674,1.6348125946360376e+16,45.53934160440258,8.133539391395454e-18,202001,8.206961839334582e-18
118,118,15254.385336933952,5.482786632921875,0.9045796090221354,1.0035039967204082,1.634813148492886e+16,45.539190530904314,8.113010095948671e-18,201911,8.204994760582324e-18
119,119,15299.919155846856,5.495102249323628,0.904121436042724,1.004089030082082,1.6369804879119074e+16,45.5393416044044,8.11982256596365e-18,202001,8.190179323420378e-18
119,119,15299.924527464857,5.538649178888977,0.904121381992124,1.003129948039113,1.6369805248253852e+16,45.539190530904314,8.192021845712462e-18,201911,8.182638167016651e-18
120,120,15345.45849745126,5.427721821009419,0.9045780376436148,1.0038640632316536,1.636386806329319e+16,45.5393416044044,8.020915072389255e-18,202001,8.175848806252469e-18
120,120,15345.463717995759,5.635612346079529,0.9045780901740742,1.0030125676906931,1.6363866140600868e+16,45.539190530904314,8.335227306039646e-18,201911,8.176280548499917e-18
121,121,15390.997839055664,5.47116263979604,0.9050362661937664,1.003900311487385,1.6343771238283336e+16,45.53934160440258,8.090661500818227e-18,202001,8.182243257745795e-18
121,121,15391.002908526665,5.526506401446045,0.9050363172040854,1.002843363227611,1.6343768436499858e+16,45.53919053090249,8.181144409961186e-18,201911,8.199201185718475e-18
122,122,15436.537180660069,5.57844372862508,0.905494494743918,1.004024938282719,1.6312852351891344e+16,45.53934160440258,8.259734535088318e-18,202001,8.213012641031202e-18
122,122,15436.542099057568,5.5349157823588255,0.9054945442340968,1.002810256832948,1.6312848396355604e+16,45.53919053090249,8.205240314242747e-18,201911,8.209691440772136e-18
123,123,15482.076522264468,5.586741648852131,0.9059527232940696,1.003708414389595,1.6278751880307054e+16,45.53934160440258,8.287768995939468e-18,202001,8.22400474240403e-18
123,123,15482.08128958847,5.52142307892102,0.9059527712641084,1.0027009333707944,1.6278748476255068e+16,45.539190530904314,8.199129193100124e-18,201911,8.198027016361716e-18
124,124,15527.615863868872,5.59133287542989,0.9064109518442216,1.003919502033384,1.625736518322137e+16,45.5393416044044,8.299547303648138e-18,202001,8.209866362612025e-18
124,124,15527.620480119374,5.56562588348645,0.9064109982941196,1.0026655196879242,1.6257364058059268e+16,45.539190530904314,8.271748574403657e-18,201911,8.199071359595321e-18
125,125,15573.155205473277,5.496783815562031,0.9068691803943733,1.004314500281937,1.6250156438777042e+16,45.5393416044044,8.155488642862747e-18,202001,8.203654152264345e-18
125,125,15573.15967065028,5.504460193064392,0.906869225324131,1.0029076139116841,1.6250156146315756e+16,45.53919053090249,8.178361390340076e-18,201911,8.187584135682769e-18
126,126,15618.69454707768,5.426422678171893,0.907327408944525,1.0042502652828744,1.6246262826526652e+16,45.53934160440258,8.049472319574206e-18,202001,8.175398576740748e-18
126,126,15618.69886118118,5.539881802942932,0.907327452354142,1.003872629140152,1.624626238183225e+16,45.53919053090249,8.220894309571615e-18,201911,8.147088743881953e-18
127,127,15664.233888682085,5.441687308489582,0.9077856374946766,1.0042606111708243,1.6257463635062894e+16,45.5393416044044,8.062399376777456e-18,202001,8.114404204532771e-18
127,127,15664.238051712086,5.605588413622558,0.9077856793841536,1.00367035614707,1.625746623214418e+16,45.539190530904314,8.310145254447569e-18,201911,8.079561485973376e-18
128,128,15709.773230286486,5.441920601069233,0.9082438660448284,1.0047723733190317,1.6310320636339958e+16,45.53934160440258,8.028470131845416e-18,202001,8.051202557569592e-18
128,128,15709.777242242988,5.5176170839335335,0.9082439064141651,1.003101462692351,1.6310327554675576e+16,45.539190530904314,8.153727847577239e-18,201911,8.04398816501193e-18
129,129,15755.31257189089,5.3803193199031565,0.9087020945949801,1.0054181030294815,1.6394626690949772e+16,45.5393416044044,7.88772103165338e-18,202001,8.04348100723021e-18
129,129,15755.316432773892,5.407824016955078,0.9087021334441764,1.0039047680014213,1.6394634024501236e+16,45.539190530904314,7.940017370807136e-18,201911,8.029393188158148e-18
130,130,15800.851913495295,5.406520091234944,0.9091603231451316,1.0052618879526067,1.6467138045429428e+16,45.53934160440258,7.888478670250316e-18,202001,8.018133138454426e-18
130,130,15800.855623304795,5.3712157978083495,0.9091603604741876,1.0044224735514222,1.6467142419178056e+16,45.53919053090249,7.843540430421106e-18,201911,7.998366445739894e-18
131,131,15846.391255099696,5.563306890665791,0.9096185516952836,1.0052795304334825,1.6495616749714482e+16,45.53934160440258,8.09900307220581e-18,202001,8.007627873224862e-18
131,131,15846.394813835701,5.5204822792078865,0.9096185875041988,1.0043787450143251,1.6495616722966336e+16,45.539190530904314,8.043893583975282e-18,201911,7.997690811009001e-18
132,132,15891.9305967041,5.538834296404621,0.910076780245435,1.0056694753105748,1.6475703431359708e+16,45.5393416044044,8.065928299778932e-18,202001,8.019035359517333e-18
132,132,15891.934004366603,5.446491934206665,0.9100768145342104,1.0047755109332916,1.6475700661534744e+16,45.53919053090249,7.938538830036508e-18,201911,8.044946887503597e-18
133,133,15937.469938308503,5.5464018213145945,0.9105350087955868,1.0059471358459644,1.6430800021988726e+16,45.53934160440258,8.092711634587724e-18,202001,8.085852757118805e-18
133,133,15937.473194897504,5.568862415697754,0.9105350415642216,1.0053490630855373,1.6430796651135402e+16,45.539190530904314,8.130345834180062e-18,201911,8.09796382768106e-18
134,134,15983.009279912907,5.503613315760394,0.9109932373457386,1.0065457682198318,1.6383916996468498e+16,45.5393416044044,8.044420163202778e-18,202001,8.099401222535763e-18
134,134,15983.012385428408,5.551941729929626,0.9109932685942329,1.0056259054700842,1.6383914035413066e+16,45.539190530904314,8.122511065245016e-18,201911,8.077419150385847e-18
135,135,16028.548621517311,5.624472581087849,0.9114514658958902,1.0075832911296103,1.6350924475334722e+16,45.53934160440258,8.225044178656046e-18,202001,8.063866181397031e-18
135,135,16028.551575959316,5.698363877680482,0.9114514956242444,1.006941058712146,1.6350923371371558e+16,45.539190530904314,8.33844323601761e-18,201911,8.058221441971183e-18
136,136,16074.087963121714,5.464330874621174,0.911909694446042,1.0092736381514076,1.634416858515114e+16,45.5393416044044,7.976762206605917e-18,202001,8.032073059349181e-18
136,136,16074.09076649022,5.563162423517883,0.9119097226542558,1.0100506650501129,1.6344168693514524e+16,45.53919053090067,8.114814415607524e-18,201911,8.00088343726241e-18
137,137,16119.627304726118,5.360894643008015,0.9123679229961936,1.012177365135283,1.6338526840751322e+16,45.5393416044044,7.80209079032621e-18,202001,7.977448833842609e-18
137,137,16119.629957021118,5.454187966730774,0.9123679496842672,1.0148684257638847,1.6338525305743964e+16,45.539190530904314,7.916845640901957e-18,201911,7.95104241806509e-18
138,138,16165.166646330525,5.413170181452534,0.9128261515463452,1.0148534665602784,1.6290828883139492e+16,45.53934160440258,7.876446696352176e-18,202001,7.931193021146155e-18
138,138,16165.169147552024,5.391556478884399,0.9128261767142783,1.0200474356926037,1.6290824736470978e+16,45.539190530904314,7.80507942574571e-18,201911,7.905197234776425e-18
139,139,16210.705987934924,5.33741589659383,0.9132843800964968,1.0177092908737198,1.619309461633465e+16,45.53934160440258,7.787259991225589e-18,202001,7.88628649616747e-18
139,139,16210.708338082928,5.378175355341614,0.9132844037442898,1.0255665563270526,1.619308853481484e+16,45.539190530904314,7.78663952558495e-18,201911,7.860539487163115e-18
140,140,16256.245329539328,5.344987474619648,0.9137426086466488,1.0208081474585675,1.6066342306311272e+16,45.53934160440258,7.832040491692308e-18,202001,7.848326202018619e-18
140,140,16256.247528613832,5.518925525095642,0.9137426307743012,1.0310384958444614,1.6066336476413986e+16,45.53919053090249,8.006700812547777e-18,201911,7.828421460061572e-18
141,141,16301.78467114373,5.471256457506916,0.914182879377432,1.0230397560467521,1.5953080558899346e+16,45.539341604406225,8.05248958595058e-18,202001,7.808106982980006e-18
141,141,16301.786719144737,5.352719403650941,0.914182879377432,1.0374348481181168,1.595307621802531e+16,45.539190530904314,7.768744081907396e-18,201911,7.806782660312232e-18
142,142,16347.324012748137,5.3102334367625925,0.914182879377432,1.0263674125872384,1.5868671812834508e+16,45.53934160440258,7.831597316559624e-18,202001,7.794806595669025e-18
142,142,16347.32590967564,5.282091595080078,0.914182879377432,1.0427480894297396,1.586866869040417e+16,45.53919053090249,7.66774465373676e-18,201911,7.787374735384478e-18
143,143,16392.863354352543,5.2154893504970286,0.914182879377432,1.029868756641603,1.5802341815117898e+16,45.53934160440258,7.697893479374434e-18,202001,7.75447071283967e-18
143,143,16392.86510020654,5.281059719469726,0.914182879377432,1.0489391590612769,1.580233951498804e+16,45.539190530904314,7.652987448454947e-18,201911,7.732100346235858e-18
144,144,16438.402695956942,5.279070340334675,0.914182879377432,1.0333710004056396,1.5751261946819404e+16,45.539341604406225,7.790511876400214e-18,202001,7.68798388910956e-18
144,144,16438.404290737446,5.297560550120057,0.914182879377432,1.0552791111374935,1.575126056835147e+16,45.539190530904314,7.655523280150292e-18,201911,7.668035467587594e-18
145,145,16483.942037561348,5.2104706394069416,0.914182879377432,1.0345973394371204,1.5700712989590438e+16,45.53934160440258,7.704889062454932e-18,202001,7.655807836518789e-18
145,145,16483.94348126835,5.182823277857484,0.914182879377432,1.0614573127416684,1.5700709554416842e+16,45.539190530904314,7.470096243699429e-18,201911,7.63547579509471e-18
146,146,16529.48137916575,5.199612580477497,0.914182879377432,1.0372707598193662,1.5515373015651692e+16,45.53934160440258,7.760626779905825e-18,202001,7.6750072379585e-18
146,146,16529.482671799255,5.206549383547485,0.9141828793774318,1.0652068292512225,1.5515363538697298e+16,45.53919053090067,7.567208557561329e-18,201911,7.635503494084702e-18
147,147,16575.02072077015,4.905313931643269,0.914182879377432,1.038835614826282,1.5024250045885616e+16,45.53934160440258,7.549311445165767e-18,202001,7.652833377590122e-18
147,147,16575.021862330155,5.157953001406372,0.914182879377432,1.071371177385703,1.502423183995872e+16,45.539190530904314,7.697093374802751e-18,201911,7.58339806640376e-18
148,148,16620.560062374556,4.5393627511852,0.9141828793774318,1.0398946517257577,1.4085555220589828e+16,45.53934160440258,7.444092198071883e-18,202001,7.595789075485778e-18
148,148,16620.56105286106,5.125110603716553,0.914182879377432,1.0746692180099622,1.4085529865047744e+16,45.539190530904314,8.132739350876144e-18,201911,7.528281729320797e-18
149,149,16666.09940397896,3.9675511943690993,0.914182879377432,1.0391859327294009,1.2704738227715114e+16,45.539341604406225,7.218446265843166e-18,202001,7.501007523554142e-18
149,149,16666.100243391964,4.556286670115173,0.914182879377432,1.079351628601373,1.2704709471328584e+16,45.539190530904314,7.98114059495983e-18,201911,7.418463347469346e-18
150,150,16711.638745583365,3.2862193214290363,0.914182879377432,1.0428555097125265,1.0983076612902252e+16,45.53934160440258,6.891734857100327e-18,202001,7.406840562634862e-18
150,150,16711.63943392287,3.8814695848490604,0.914182879377432,1.0826121041220174,1.098304928102441e+16,45.539190530904314,7.841190162357125e-18,201911,7.312723679655578e-18
151,151,16757.178087187767,2.6587131845348098,0.9141828793774318,1.0440836679972725,9092046597873716.0,45.53934160440258,6.7275154358846196e-18,202001,7.288580438906679e-18
151,151,16757.178624453772,3.0694502367045287,0.914182879377432,1.0869441917068794,9092024392993932.0,45.53919053090067,7.460610516472649e-18,201911,7.183065414582108e-18
152,152,16802.717428792166,2.093946300684712,0.914182879377432,1.0455896898767925,7223719652104586.0,45.539341604406225,6.659222620628552e-18,202001,7.159270087800771e-18
152,152,16802.717814984673,2.434843875315368,0.914182879377432,1.0909462062424458,7223704862447166.0,45.539190530904314,7.421460811986455e-18,201911,7.077716376442716e-18
153,153,16848.256770396576,1.6339327918880202,0.914182879377432,1.0519232882921847,5600646967590444.0,45.53934160440258,6.6618076620306306e-18,202001,7.068979314412665e-18
153,153,16848.257005515577,1.8339359535242907,0.914182879377432,1.0957044905684357,5600639601397020.0,45.539190530904314,7.178516549833981e-18,201911,7.02270170928158e-18
154,154,16893.796112000982,1.3169009315364577,0.914182879377432,1.0414877037865626,4356293516623693.5,45.53934160440258,6.972074083305874e-18,202001,7.009815608397704e-18
154,154,16893.79619604648,1.3886580242182605,0.914182879377432,1.1006692914113283,4356291551984721.0,45.539190530904314,6.956697671248446e-18,201911,6.930396450146752e-18
155,155,16939.335386577386,1.1264550460841052,0.914182879377432,1.1007334119157866,3470017950640136.0,45.539190530904314,7.084049770021236e-18,201911,6.9198400744738556e-18
155,155,16939.33545360538,1.033765398203633,0.914182879377432,1.0530307138790864,3470016801572947.0,45.53934160440258,6.795627174769755e-18,202001,6.8900021284763415e-18
156,156,16984.87457710829,0.942311741259276,0.914182879377432,1.1036392151565075,2797167970598036.5,45.53919053090067,7.332136505915199e-18,201911,6.899925325646661e-18
156,156,16984.874795209784,0.8111842500560501,0.9141828793774318,1.0577307644715217,2797165052364002.0,45.53934160440258,6.585768326161982e-18,202001,6.887463542173082e-18
157,157,17030.41376763919,0.6830576433207385,0.9144437238933848,1.1036392151565075,2256317920939306.5,45.539190530904314,6.586999775712176e-18,201911,6.728845162482569e-18
157,157,17030.414136814186,0.650282584368489,0.9144437323656526,1.0577307644715217,2256313952394394.0,45.539341604406225,6.543102488226691e-18,202001,6.6361175779456555e-18
158,158,17075.952958170095,0.5928963197733752,0.9144437238933848,1.1036392151565075,1818714283833416.8,45.539190530904314,7.09324340601381e-18,201911,6.5524797087813504e-18
158,158,17075.953478418593,0.5424162971370436,0.9144437323656526,1.0577307644715217,1818709891113643.5,45.53934160440258,6.7709628309041274e-18,202001,6.555276063537047e-18
159,159,17121.492148701,0.4819235576655261,0.9144437238933848,1.1036392151565075,1489180869730820.8,45.539190530904314,7.041436931624619e-18,201911,6.373202371092393e-18
159,159,17121.492820022995,0.3428784238689162,0.9144437323656526,1.0577307644715217,1489176570811654.8,45.53934160440258,5.227271906710238e-18,202001,6.614413990518293e-18
160,160,17167.031339231904,0.3285406602885119,0.9144437238933848,1.1036392151565075,1204134583441006.8,45.539190530904314,5.936694241342386e-18,201911,6.358392188496891e-18
160,160,17167.032161627398,0.3269317972057082,0.9144437323656526,1.0577307644715217,1204129845377159.2,45.539341604406225,6.164033209213868e-18,202001,6.588536783781588e-18
161,161,17212.57052976281,0.2920983804728381,0.9144437238933848,1.1036392151565075,931041039344598.0,45.53919053090067,6.826387077082421e-18,201911,6.459429230993735e-18
161,161,17212.571503231804,0.2185532676570632,0.9144437323656526,1.0577307644715217,931035315662297.4,45.53934160440258,5.329325889024015e-18,202001,6.842849156254458e-18
162,162,17258.10972029371,0.3005777372385852,0.9144437238933848,1.1036392151565075,707877177423759.6,45.539190530904314,9.239096139846883e-18,201911,6.935760957220041e-18
162,162,17258.11084483621,0.11757167452504412,0.9144437323656526,1.0577307644715217,707872346192107.9,45.53934160440258,3.770759953476753e-18,202001,7.167375225343602e-18
163,163,17303.648910824613,0.2303325904871813,0.9144437238933848,1.1036392151565075,552273283770570.8,45.539190530904314,9.074693036358347e-18,201911,7.309150986077935e-18
163,163,17303.65018644061,0.13800271624257346,0.9144437323656526,1.0577307644715217,552269884518854.0,45.53934160440258,5.673060325347435e-18,202001,7.168922018757891e-18
164,164,17349.188101355518,0.2241887821223132,0.9144437238933848,1.1036392151565075,443918056154967.1,45.539190530904314,1.0988582008772087e-17,201911,6.907630787382155e-18
164,164,17349.189528045008,0.1576670038097121,0.9144437323656526,1.0577307644715217,443915331486124.5,45.53934160440258,8.063466742246026e-18,202001,7.792974086667575e-18
165,165,17394.727291886422,0.13131365909832635,0.9144437238933848,1.1036392151565075,367484037957446.3,45.539190530904314,7.775028856069404e-18,201911,8.103059130394859e-18
165,165,17394.728869649414,0.12133821123769062,0.9144437323656526,1.0577307644715217,367481899461073.9,45.53934160440258,7.49622760942006e-18,202001,8.826661789117733e-18
166,166,17440.266482417326,0.06338880195873897,0.9144437238933848,1.1036392151565075,298441217737434.4,45.53919053090067,4.621514568693383e-18,201911,8.999254639341769e-18
166,166,17440.268211253817,0.05195304030110615,0.9144437323656526,1.0577307644715217,298438598812265.0,45.539341604406225,3.9521835319493235e-18,202001,1.0010559012885483e-17
167,167,17485.805672948227,0.17238245144146602,0.9144437238933848,1.1036392151565075,248923031830349.6,45.539190530904314,1.5068102181163635e-17,201911,9.676873987033446e-18
167,167,17485.807552858227,0.13869889849355,0.9144437323656526,1.0577307644715217,248921569021101.2,45.53934160440258,1.2650031620846986e-17,202001,8.261454979810391e-18
168,168,17531.34486347913,0.1104349864985339,0.9144437238933848,1.1036392151565075,204844754233638.9,45.539190530904314,1.17303891994284e-17,201911,1.0709954940839362e-17
