,Unnamed: 0,ww,cps,apcorr,drzblot_apcorr,sensitivity,wwperpix,flam,dateobs,flam_smooth
47,47,12021.1028092398,5.268604136851013,0.9274714571677978,0.9976923622331204,1.0573122242176562e+16,45.53919053090249,1.1825235755016374e-17,201911,1.1812601692479628e-17
48,48,12066.625901934209,5.52967139357259,0.9270674175785528,1.0038310571644171,1.0720034738485058e+16,45.5393416044044,1.2171509370256147e-17,202001,1.179902265057919e-17
48,48,12066.641999770703,5.3254152311350715,0.9270672747024242,0.99781941955753,1.0720082220161172e+16,45.539190530904314,1.1792526214583442e-17,201911,1.1778541370854222e-17
49,49,12112.165243538611,5.455945335566304,0.9266632337723286,1.003931765047903,1.0845725807515462e+16,45.53934160440258,1.1874040176546219e-17,202001,1.1780572177208013e-17
49,49,12112.181190301606,5.295657612230957,0.9266630922370508,0.9980174830482802,1.0845768528667888e+16,45.539190530904314,1.1593491419793907e-17,201911,1.1792484919083963e-17
50,50,12157.704585143016,5.453039609133503,0.9262590499661044,1.0039292197581433,1.0966856653984626e+16,45.5393416044044,1.1741786488908879e-17,202001,1.176671887515591e-17
50,50,12157.72038083251,5.45466122761029,0.9262589097716776,0.9982551728303616,1.0966902057222912e+16,45.539190530904314,1.181203006292636e-17,201911,1.1729020103343904e-17
51,51,12203.24392674742,5.501539193331501,0.92585486615988,1.0038807808255867,1.1104054217248638e+16,45.53934160440258,1.1705523384721012e-17,202001,1.1709852641746908e-17
51,51,12203.259571363416,5.4502955450083626,0.9258547273063038,0.9982644699206216,1.1104102310720022e+16,45.53919053090249,1.1661725889419307e-17,201911,1.1678091280294805e-17
52,52,12248.783268351825,5.54076655977895,0.9254506823536556,1.003945766422344,1.1244658110832382e+16,45.5393416044044,1.1645906998969236e-17,202001,1.1668885469630317e-17
52,52,12248.798761894317,5.4891662372614745,0.9254505448409304,0.9976603924529514,1.1244702712121516e+16,45.53919053090249,1.1610131865574165e-17,201911,1.1628268145391304e-17
53,53,12294.322609956229,5.489043437182209,0.9250464985474316,1.0044743074619464,1.1368442600133712e+16,45.53934160440258,1.1410549265084308e-17,202001,1.1588150102217215e-17
53,53,12294.33795242522,5.715503789332093,0.9250463623755568,0.9978099151505612,1.1368482186796802e+16,45.539190530904314,1.1960667292689175e-17,201911,1.1513795021044315e-17
54,54,12339.86195156063,5.558758579432269,0.924599971111728,1.0048023159389698,1.1481825034108232e+16,45.5393416044044,1.14431512386103e-17,202001,1.14857509227971e-17
54,54,12339.877142956124,5.681236483004272,0.9245998201435413,0.9981882163616032,1.1481864752943614e+16,45.539190530904314,1.1772776259236852e-17,201911,1.1438524395600036e-17
55,55,12385.401293165034,5.470043502985737,0.9241474128297921,1.0049143256662056,1.160345700588695e+16,45.53934160440258,1.1146700853164763e-17,202001,1.143024731305879e-17
55,55,12385.416333487028,5.512052751925171,0.9241472633629344,0.9988513324740546,1.1603495134674112e+16,45.539190530904314,1.1300488013993909e-17,201911,1.1375414794888207e-17
56,56,12430.940634769437,5.444487773119709,0.9236948545478556,1.0050312121589633,1.1713901504808396e+16,45.5393416044044,1.0994124170024446e-17,202001,1.136072479484915e-17
56,56,12430.955524017932,5.6090066207911375,0.9236947065823276,0.9987972923229694,1.1713935461639968e+16,45.53919053090249,1.1397038304001634e-17,201911,1.1273663065481652e-17
57,57,12476.479976373841,5.563027583300373,0.9232422962659192,1.005422943544065,1.1811028119459966e+16,45.53934160440258,1.1142234090251624e-17,202001,1.1230652084261904e-17
57,57,12476.494714548835,5.729253627207457,0.9232421498017208,0.998489963011778,1.18110568734757e+16,45.539190530904314,1.1554859091015551e-17,201911,1.116918452234217e-17
58,58,12522.019317978245,5.532439552485249,0.9227897379839828,1.0057002039096603,1.1892979999562414e+16,45.5393416044044,1.1006974165697722e-17,202001,1.1171817666345544e-17
58,58,12522.033905079741,5.616080142405212,0.9227895930211142,0.9989442246339008,1.1893008176905374e+16,45.53919053090249,1.1248959264654696e-17,201911,1.1145387271131346e-17
59,59,12567.558659582648,5.5695339071147645,0.9223371797020464,1.0056171915088241,1.1983924110293274e+16,45.53934160440258,1.100298826964666e-17,202001,1.1150047001188963e-17
59,59,12567.573095610642,5.516337491419495,0.9223370362405074,0.999006183608627,1.1983946586115466e+16,45.539190530904314,1.0970030445193102e-17,201911,1.1094251872177157e-17
60,60,12613.09800118705,5.639966927706501,0.92188462142011,1.0057247912276528,1.203768177100927e+16,45.5393416044044,1.1096633078119787e-17,202001,1.107207407391025e-17
60,60,12613.112286141546,5.640768743899048,0.9218844794599008,0.9987564398798252,1.2037699578837214e+16,45.539190530904314,1.1175665437201867e-17,201911,1.0986216029632294e-17
61,61,12658.637342791455,5.6209411250941965,0.9214320631381738,1.0058148619857887,1.209659994496171e+16,45.53934160440258,1.1009753666637736e-17,202001,1.0971727234321626e-17
61,61,12658.65147667245,5.600007034685791,0.9214319226792942,0.9988380813558546,1.2096624818653792e+16,45.53919053090249,1.1045381200658222e-17,201911,1.0898438306112569e-17
62,62,12704.176684395858,5.547252618014118,0.9209795048562373,1.0055888270475428,1.2197460782367716e+16,45.5393416044044,1.0783291884871792e-17,202001,1.0839118544362524e-17
62,62,12704.190667203353,5.571204878237427,0.9209793658986876,0.9992749531392104,1.2197505613948438e+16,45.539190530904314,1.0898278309315615e-17,201911,1.0792607761260371e-17
63,63,12749.716026000262,5.540616952120564,0.9205269465743012,1.0056317470104634,1.2386919001406452e+16,45.53934160440258,1.061042060395807e-17,202001,1.0730531488215064e-17
63,63,12749.729857734255,5.629822350886048,0.9205268091180806,0.9994788397529752,1.2386989799514166e+16,45.53919053090249,1.0847597417280349e-17,201911,1.0688273608231535e-17
64,64,12795.255367604663,5.529195986925862,0.9200743882923644,1.0056406245485958,1.2565891730298356e+16,45.5393416044044,1.044278105435506e-17,202001,1.065601428609844e-17
64,64,12795.269048265158,5.448011852648437,0.920074252337474,0.999711415743132,1.2565943422639542e+16,45.539190530904314,1.0350470890396169e-17,201911,1.0613704279474497e-17
65,65,12840.794709209067,5.585770450770161,0.9196218300104284,1.0056943262083615,1.268105322455147e+16,45.53934160440258,1.0458411831069434e-17,202001,1.0595056407593694e-17
65,65,12840.808238796064,5.530899740603149,0.9196216955568672,1.000083187950547,1.2681077557751194e+16,45.53919053090249,1.0413794074621392e-17,201911,1.0555999550379003e-17
66,66,12886.334050813472,5.746158324419758,0.919169271728492,1.0056496821425762,1.2744580554811694e+16,45.5393416044044,1.0710828757383049e-17,202001,1.0543045360227027e-17
66,66,12886.347429326965,5.6858254446055305,0.9191691387762604,1.0003164688691375,1.274459206123235e+16,45.539190530904314,1.0654901123173708e-17,201911,1.0501160055312237e-17
67,67,12931.873392417876,5.716650568186543,0.9187167134465556,1.0056392585154332,1.2842411463586312e+16,45.53934160440258,1.0579971127794862e-17,202001,1.0506139900248242e-17
67,67,12931.88661985787,5.687034346010864,0.9187165819956538,1.0006008156000712,1.2842447169565158e+16,45.539190530904314,1.0578165294182932e-17,201911,1.0501942786448182e-17
68,68,12977.41273402228,5.726803861796162,0.9182641551646192,1.0055508442533163,1.300957458497235e+16,45.5393416044044,1.0468652879954032e-17,202001,1.0509859878095107e-17
68,68,12977.425810388777,5.699122287180603,0.918264025215047,1.0007589305933768,1.3009632909797612e+16,45.53919053090249,1.0467924512286343e-17,201911,1.048038694656622e-17
69,69,13022.952075626685,5.754975758730671,0.9178115968826828,1.0056786384377925,1.3181345576694096e+16,45.53934160440258,1.0386859063217626e-17,202001,1.0452078142296933e-17
69,69,13022.965000919678,5.790181733515443,0.9178114684344404,1.0011607235130622,1.318139170858769e+16,45.539190530904314,1.0497559348651123e-17,201911,1.040465007579359e-17
70,70,13068.491417231087,5.7632697450511685,0.9173590386007464,1.0056786384377925,1.3312665632742452e+16,45.53934160440258,1.0304302638595519e-17,202001,1.0365088435045981e-17
70,70,13068.504191450582,5.874713040735902,0.9173589116538337,1.0016797272495666,1.3312695945574822e+16,45.539190530904314,1.0545499839185595e-17,201911,1.033540418901591e-17
71,71,13114.030758835488,5.686607443033955,0.91690648031881,1.0055765634975495,1.3423096715877592e+16,45.5393416044044,1.0089591827803671e-17,202001,1.0301350553264203e-17
71,71,13114.043381981486,5.838515855219543,0.9169063548732268,1.0016797272495666,1.3423126236489174e+16,45.53919053090249,1.0399431910420895e-17,201911,1.0260962223165488e-17
72,72,13159.570100439892,5.762360058962605,0.9164539220368736,1.005543935868854,1.3550510914103838e+16,45.5393416044044,1.0133192391636904e-17,202001,1.0235857449632298e-17
72,72,13159.582572512387,5.7494729532267455,0.9164537980926202,1.0021484112803816,1.355054983063358e+16,45.53919053090249,1.0144793079571157e-17,201911,1.0167674368382175e-17
73,73,13205.109442044297,5.89360817545583,0.9160013637549372,1.0054867433449033,1.370656895919259e+16,45.53934160440258,1.025163858785216e-17,202001,1.0149170330376769e-17
73,73,13205.121763043291,5.784425951388061,0.9160012413120134,1.0022652654851745,1.3706614905495916e+16,45.539190530904314,1.0094062886685259e-17,201911,1.00797971436822e-17
74,74,13250.648783648701,5.821738802134298,0.915548805473001,1.0055476703453234,1.3853381237818036e+16,45.53934160440258,1.0023652881200486e-17,202001,1.0079573250115375e-17
74,74,13250.660953574197,5.85403034820813,0.9155486845314068,1.0024202795382389,1.3853415814047304e+16,45.539190530904314,1.0110706554352535e-17,201911,1.0037622324670615e-17
75,75,13296.188125253104,5.698756776987812,0.9150962471910644,1.0057202292315537,1.3949355588553368e+16,45.539341604406225,9.747545454899762e-18,202001,1.0029020074464911e-17
75,75,13296.2001441051,5.885644055750549,0.9150961277508001,1.0023821391172594,1.3949372584628102e+16,45.539190530904314,1.0100758220536047e-17,201911,9.997896941755134e-18
76,76,13341.727466857506,5.740840040385028,0.915021833929794,1.0053531399158622,1.400855750743274e+16,45.53934160440258,9.782394785545356e-18,202001,9.956881108595971e-18
76,76,13341.739334636004,5.901638127710997,0.9150218235397156,1.0022923178836631,1.4008571167853838e+16,45.53919053090249,1.0087128998568572e-17,201911,9.910231977367109e-18
77,77,13387.266808461909,5.862688981234332,0.9149819648564049,1.0051698083642495,1.408511449132503e+16,45.53934160440258,9.937971730528553e-18,202001,9.866438180065304e-18
77,77,13387.278525166908,5.906262494471253,0.9149819545985894,1.0024944560061857,1.4085140382438956e+16,45.53919053090249,1.0038567639374152e-17,201911,9.809980996346629e-18
78,78,13432.806150066312,5.8330406772487375,0.9149420957830159,1.0051639265932495,1.4208349199965824e+16,45.53934160440258,9.80243861976361e-18,202001,9.78672827608565e-18
78,78,13432.817715697807,5.814687110331238,0.9149420856574632,1.0022037580936656,1.4208386269195064e+16,45.539190530904314,9.80046442310135e-18,201911,9.718917845351283e-18
79,79,13478.345491670716,5.758377395808003,0.9149022267096268,1.0050478275877104,1.435306457379253e+16,45.5393416044044,9.580922443167774e-18,202001,9.686182638584798e-18
79,79,13478.356906228712,5.717702127840698,0.9149022167163368,1.002028353028755,1.4353099908671768e+16,45.539190530904314,9.541921110880638e-18,201911,9.621126400885423e-18
80,80,13523.88483327512,5.749759517847798,0.9148623576362378,1.0052253570087617,1.4467459804457394e+16,45.5393416044044,9.489677533447119e-18,202001,9.573843700083009e-18
80,80,13523.89609675962,5.73524782791394,0.9148623477752104,1.0024696148039156,1.4467480606265342e+16,45.539190530904314,9.491765532028991e-18,201911,9.512508477686118e-18
81,81,13569.424174879525,5.689816557108662,0.9148224885628488,1.0051313046808568,1.4524973888997616e+16,45.53934160440258,9.354843482458006e-18,202001,9.478930636416543e-18
81,81,13569.435287290522,5.718015290644348,0.9148224788340842,1.0028831128050841,1.4524981429933422e+16,45.53919053090249,9.422307511114044e-18,201911,9.438209236545762e-18
82,82,13614.963516483927,5.706167422472737,0.9147826194894596,1.0048785070990935,1.4545099946860482e+16,45.53934160440258,9.371510383875427e-18,202001,9.418722813903172e-18
82,82,13614.974477821423,5.72575829162854,0.914782609892958,1.0033689877942389,1.454510319528292e+16,45.53919053090249,9.417862021701987e-18,201911,9.408771503885318e-18
83,83,13660.50285808833,5.7044218408458445,0.9147427504160708,1.0049071834841294,1.4552717912966362e+16,45.5393416044044,9.363880193008372e-18,202001,9.391541329663545e-18
