,index,filepath,sci_ext_num,ROOTNAME,DATE-OBS,FILTER,PA_V3,SUBARRAY,POSTARG1,POSTARG2,EXPSTART,EXPTIME,IDCSCALE,ORIENTAT
20,20,/Users/kbhirombhakdi/_work/_data/14023/mastDownload/HST/icqv01agq/icqv01agq_flt.fits,1,icqv01agq,2015-03-23,F098M,88.129128,False,-20.0,0.0,57104.06193797,5.864582,0.1282500028610229,132.7739695516149
17,17,/Users/kbhirombhakdi/_work/_data/14023/mastDownload/HST/icqv01aiq/icqv01aiq_flt.fits,1,icqv01aiq,2015-03-23,G102,88.129128,False,-20.0,0.0,57104.06269056,102.934334,0.1282500028610229,132.8199056063478
16,16,/Users/kbhirombhakdi/_work/_data/14023/mastDownload/HST/icqv01ajq/icqv01ajq_flt.fits,1,icqv01ajq,2015-03-23,F098M,88.131439,False,-90.0,0.0,57104.06498204,5.864582,0.1282500028610229,132.7772185162454
8,8,/Users/kbhirombhakdi/_work/_data/14023/mastDownload/HST/icqv01alq/icqv01alq_flt.fits,1,icqv01alq,2015-03-23,G102,88.131439,False,-90.0,0.0,57104.06573427,102.934334,0.1282500028610229,132.8223085126446
18,18,/Users/kbhirombhakdi/_work/_data/14023/mastDownload/HST/icqv01amq/icqv01amq_flt.fits,1,icqv01amq,2015-03-23,F098M,88.132591,False,-71.0,-50.0,57104.06797982,5.864582,0.1282500028610229,132.790534838535
4,4,/Users/kbhirombhakdi/_work/_data/14023/mastDownload/HST/icqv01aoq/icqv01aoq_flt.fits,1,icqv01aoq,2015-03-23,G102,88.132591,False,-71.0,-50.0,57104.06873204,102.934334,0.1282500028610229,132.8233943893823
5,5,/Users/kbhirombhakdi/_work/_data/14023/mastDownload/HST/icqv01b9q/icqv01b9q_flt.fits,1,icqv01b9q,2015-03-23,F098M,88.132057,False,-71.0,-35.0,57104.07873204,5.864582,0.1282500028610229,132.7770351620574
0,0,/Users/kbhirombhakdi/_work/_data/14023/mastDownload/HST/icqv01bbq/icqv01bbq_flt.fits,1,icqv01bbq,2015-03-23,G102,88.132057,False,-71.0,-35.0,57104.07948427,102.934334,0.1282500028610229,132.8229138078262
22,22,/Users/kbhirombhakdi/_work/_data/14023/mastDownload/HST/icqv01bcq/icqv01bcq_flt.fits,1,icqv01bcq,2015-03-23,F098M,88.131157,False,-71.0,-10.0,57104.08160241,5.864582,0.1282500028610229,132.7806723375028
10,10,/Users/kbhirombhakdi/_work/_data/14023/mastDownload/HST/icqv01beq/icqv01beq_flt.fits,1,icqv01beq,2015-03-23,G102,88.131157,False,-71.0,-10.0,57104.08235464,102.934334,0.1282500028610229,132.8219526456334
12,12,/Users/kbhirombhakdi/_work/_data/14023/mastDownload/HST/icqv01bfq/icqv01bfq_flt.fits,1,icqv01bfq,2015-03-23,F098M,88.130814,False,-71.0,0.0,57104.08439167,5.864582,0.1282500028610229,132.7836143401865
1,1,/Users/kbhirombhakdi/_work/_data/14023/mastDownload/HST/icqv01bhq/icqv01bhq_flt.fits,1,icqv01bhq,2015-03-23,G102,88.130814,False,-71.0,0.0,57104.08514427,102.934334,0.1282500028610229,132.8215876399504
3,3,/Users/kbhirombhakdi/_work/_data/14023/mastDownload/HST/icqv01bkq/icqv01bkq_flt.fits,1,icqv01bkq,2015-03-23,F098M,88.130463,False,-71.0,10.0,57104.12633612,5.864582,0.1282500028610229,132.7861229552214
14,14,/Users/kbhirombhakdi/_work/_data/14023/mastDownload/HST/icqv01bmq/icqv01bmq_flt.fits,1,icqv01bmq,2015-03-23,G102,88.130463,False,-71.0,10.0,57104.12708871,102.934334,0.1282500028610229,132.8213473492057
15,15,/Users/kbhirombhakdi/_work/_data/14023/mastDownload/HST/icqv01bnq/icqv01bnq_flt.fits,1,icqv01bnq,2015-03-23,F098M,88.129562,False,-71.0,35.0,57104.12920649,5.864582,0.1282500028610229,132.7797873785312
9,9,/Users/kbhirombhakdi/_work/_data/14023/mastDownload/HST/icqv01bpq/icqv01bpq_flt.fits,1,icqv01bpq,2015-03-23,G102,88.129562,False,-71.0,35.0,57104.12995908,102.934334,0.1282500028610229,132.8203861869936
