,xyd,xydiff,xyoff,confile,beam,gfile,dfile,xyref
0,228.01077,7.9298243845036325,0.0,/Users/kbhirombhakdi/_work/_calib_files/WFC3.IR.G141.cal.V4.32/G141.F140W.V4.32.conf,A,/Users/kbhirombhakdi/_work/_data/15510/mastDownload/HST/idwbk6mfq/idwbk6mfq_flt.fits,/Users/kbhirombhakdi/_work/_data/15510/mastDownload/HST/idwbk6m6q/idwbk6m6q_flt.fits,235.94059438450364
1,143.14414,2.830432685396289,0.0,,,1.0,1.0,145.97457268539628
