,xyd,xydiff,xyoff,confile,beam,gfile,dfile,xyref
0,172.30951,7.9298243845036325,0.0,/Users/kbhirombhakdi/_work/_calib_files/WFC3.IR.G141.cal.V4.32/G141.F140W.V4.32.conf,A,/Users/kbhirombhakdi/_work/_data/16042/HST/ie8a02xmq/ie8a02xmq_flt.fits,/Users/kbhirombhakdi/_work/_data/16042/HST/ie8a02xfq/ie8a02xfq_flt.fits,180.23933438450362
1,190.43981,2.830432685396289,0.0,,,1.0,1.0,193.27024268539628
