,ww,cps
0,9888.481340735336,-0.07884442162926675
1,9934.42670388989,-0.010182052880921333
2,9980.372067044445,-0.08093548115257931
3,10026.317430199002,-0.06930187476510774
4,10072.262793353555,-0.024772514039684168
5,10118.208156508112,0.04217125437936886
6,10164.153519662668,-0.11846387788403057
7,10210.098882817225,-0.040044331679313316
8,10256.04424597178,-0.012359877031217437
9,10301.989609126334,-0.08629520677869706
10,10347.934972280893,-0.050279306959163605
11,10393.880335435446,-0.11843812766874784
12,10439.825698590004,-0.041907449273253405
13,10485.771061744555,-0.07095281935120568
14,10531.716424899114,-0.1052991425376053
15,10577.661788053669,0.057492830790463856
16,10623.607151208224,0.014690197941884975
17,10669.55251436278,-0.003390450733284922
18,10715.497877517337,-0.03875183677544136
19,10761.443240671892,0.06076271179074588
20,10807.388603826446,0.04792704224803579
21,10853.333966981,0.13588042147217827
22,10899.279330135558,0.15797455703483543
23,10945.224693290114,0.2586811947453853
24,10991.170056444671,0.18647134247447106
25,11037.115419599224,0.2100401074571554
26,11083.060782753779,0.43078798043447364
27,11129.006145908335,0.42304791504490424
28,11174.951509062894,0.4049586121642683
29,11220.896872217449,0.5283157085654189
30,11266.842235372002,0.38657262759570976
31,11312.787598526558,0.30277440562352886
32,11358.732961681111,0.3418476929538432
33,11404.678324835671,0.21692835907568409
34,11450.623687990224,0.42106689599009073
35,11496.569051144781,0.3671072872668084
36,11542.514414299336,0.3666098519774028
37,11588.459777453892,0.32527866245037984
38,11634.405140608447,0.33431329178400127
39,11680.350503763002,0.45679470766801344
40,11726.29586691756,0.4591732618092905
41,11772.241230072112,0.4778584268703234
42,11818.18659322667,0.458321803785795
43,11864.131956381223,0.2770435758107599
44,11910.07731953578,0.36167952550365
45,11956.022682690336,0.37862004332462185
46,12001.968045844893,0.3519165335422283
47,12047.913408999448,0.28268954487916
48,12093.858772154004,0.3254474159895615
49,12139.804135308557,0.4174794954068233
50,12185.749498463112,0.3826681208374261
51,12231.69486161767,0.3059979537251305
52,12277.640224772224,0.3535965628615223
53,12323.58558792678,0.32440879038333037
54,12369.530951081335,0.34255619925166236
55,12415.476314235892,0.375221446916882
56,12461.42167739045,0.399140032221041
57,12507.367040545005,0.306199770304838
58,12553.312403699558,0.2710868907444919
59,12599.257766854114,0.24622536479174428
60,12645.203130008671,0.365445428208643
61,12691.148493163226,0.31775548716657553
62,12737.09385631778,0.27940712831708403
63,12783.039219472337,0.2575901633093629
64,12828.984582626892,0.3722318259872477
65,12874.929945781449,0.3017336574599909
66,12920.875308936003,0.26719916342038985
67,12966.820672090558,0.24283975992267237
68,13012.766035245117,0.25001509568627434
69,13058.71139839967,0.39034617408223227
70,13104.656761554226,0.2891802283544216
71,13150.60212470878,0.17081679011628026
72,13196.547487863336,0.36220818411702815
73,13242.492851017892,0.27948041466287066
74,13288.438214172449,0.23682219702723195
75,13334.383577327004,0.22633007597338484
76,13380.32894048156,0.29987190060033875
77,13426.274303636112,0.31063440887653115
78,13472.219666790672,0.22112093119208254
79,13518.165029945227,0.19810671548543723
80,13564.110393099783,0.32580552174866284
81,13610.055756254336,0.2638135860319899
82,13656.001119408891,0.21488997208259342
83,13701.946482563448,0.17460836100980082
84,13747.891845718003,0.2989381803592206
85,13793.83720887256,0.6306477212925881
86,13839.782572027114,0.297556697295958
87,13885.72793518167,0.2702540920038228
88,13931.673298336227,0.251964034443219
89,13977.618661490782,0.20327517010461804
90,14023.564024645337,0.34280358380110343
91,14069.509387799893,0.19344600401407952
92,14115.454750954448,0.13743077201711706
