,xyd,xydiff,xyoff,confile,beam,gfile,dfile,xyref
0,229.30372,29.02925471303422,0.0,/Users/kbhirombhakdi/_work/_calib_files/WFC3.IR.G102.cal.V4.32/G102.F105W.V4.32.conf,A,/Users/kbhirombhakdi/_work/_data/15510/mastDownload/HST/idwbk3zaq/idwbk3zaq_flt.fits,/Users/kbhirombhakdi/_work/_data/15510/mastDownload/HST/idwbk3z0q/idwbk3z0q_flt.fits,258.3329747130342
1,141.56722,21.707601854924434,0.0,,,1.0,1.0,163.27482185492443
