,xyd,xydiff,xyoff,confile,beam,gfile,dfile,xyref
0,351.51599,-3.8986353906114175,0.0,/Users/kbhirombhakdi/_work/_calib_files/WFC3.IR.G141.cal.V4.32/G141.F140W.V4.32.conf,A,./iab904mkq_GD153/iab904mkq_crclean.fits,/Users/kbhirombhakdi/_work/_data/11552/G141_set/mastDownload/HST/iab904meq/iab904meq_flt.fits,347.6173546093886
1,545.3308,3.8986353906114224,0.0,,,1.0,1.0,549.2294353906113
