,xyd,xydiff,xyoff,confile,beam,gfile,dfile,xyref
0,174.72078,0.0,0.0,/Users/kbhirombhakdi/_work/_calib_files/WFC3.IR.G102.cal.V4.32/G102.F125W.V4.32.conf,A,/Users/kbhirombhakdi/_work/_data/16042/HST/ie8a01jvq/ie8a01jvq_flt.fits,/Users/kbhirombhakdi/_work/_data/16042/HST/ie8a01juq/ie8a01juq_flt.fits,174.72078
1,188.8323,0.0,0.0,,,1.0,1.0,188.8323
