,xyd,xydiff,xyoff,confile,beam,gfile,dfile,xyref
0,228.01077,18.47953954876894,0.0,/Users/kbhirombhakdi/_work/_calib_files/WFC3.IR.G141.cal.V4.32/G141.F140W.V4.32.conf,A,/Users/kbhirombhakdi/_work/_data/15510/mastDownload/HST/idwbk6mhq/idwbk6mhq_flt.fits,/Users/kbhirombhakdi/_work/_data/15510/mastDownload/HST/idwbk6m6q/idwbk6m6q_flt.fits,246.49030954876895
1,143.14414,12.257309668082343,0.0,,,1.0,1.0,155.40144966808234
