,xyd,xydiff,xyoff,confile,beam,gfile,dfile,xyref
0,229.30372,0.0,0.0,/Users/kbhirombhakdi/_work/_calib_files/WFC3.IR.G102.cal.V4.32/G102.F105W.V4.32.conf,A,/Users/kbhirombhakdi/_work/Sidekicks/20200821/drzblot_X01_201911_G102/idwbk3z1q_flt.fits,/Users/kbhirombhakdi/_work/_data/15510/mastDownload/HST/idwbk3z0q/idwbk3z0q_flt.fits,229.30372
1,142.56722,0.0,0.0,,,1.0,1.0,142.56722
