,index,filepath,sci_ext_num,ROOTNAME,DATE-OBS,FILTER,PA_V3,SUBARRAY,POSTARG1,POSTARG2,EXPSTART,EXPTIME,IDCSCALE,ORIENTAT
5,5,/Users/kbhirombhakdi/_work/_data/13580/mastDownload/HST/ich501azq/ich501azq_flt.fits,1,ich501azq,2014-08-18,F098M,300.782715,False,-20.0,0.0,56887.0681367,5.864582,0.1282500028610229,-14.57346446184827
17,17,/Users/kbhirombhakdi/_work/_data/13580/mastDownload/HST/ich501b1q/ich501b1q_flt.fits,1,ich501b1q,2014-08-18,G102,300.782715,False,-20.0,0.0,56887.0688893,102.934334,0.1282500028610229,-14.52653574081822
15,15,/Users/kbhirombhakdi/_work/_data/13580/mastDownload/HST/ich501b2q/ich501b2q_flt.fits,1,ich501b2q,2014-08-18,G102,300.782715,False,-20.5,0.5,56887.07079893,102.934334,0.1282500028610229,-14.52653574081822
1,1,/Users/kbhirombhakdi/_work/_data/13580/mastDownload/HST/ich501b3q/ich501b3q_flt.fits,1,ich501b3q,2014-08-18,G102,300.782715,False,-21.0,1.0,56887.07270856,102.934334,0.1282500028610229,-14.52653574081822
9,9,/Users/kbhirombhakdi/_work/_data/13580/mastDownload/HST/ich501b4q/ich501b4q_flt.fits,1,ich501b4q,2014-08-18,G102,300.782715,False,-21.200001,1.2,56887.07461819,102.934334,0.1282500028610229,-14.52653574081822
7,7,/Users/kbhirombhakdi/_work/_data/13580/mastDownload/HST/ich501b7q/ich501b7q_flt.fits,1,ich501b7q,2014-08-18,F098M,300.783295,False,-20.0,45.0,56887.09143559,5.864582,0.1282500028610229,-14.56437279625272
2,2,/Users/kbhirombhakdi/_work/_data/13580/mastDownload/HST/ich501b9q/ich501b9q_flt.fits,1,ich501b9q,2014-08-18,G102,300.783295,False,-20.0,45.0,56887.09218782,102.934334,0.1282500028610229,-14.52594991682334
4,4,/Users/kbhirombhakdi/_work/_data/13580/mastDownload/HST/ich501baq/ich501baq_flt.fits,1,ich501baq,2014-08-18,F098M,300.782196,False,-20.0,-45.0,56887.09453744,5.864582,0.1282500028610229,-14.57366376526964
14,14,/Users/kbhirombhakdi/_work/_data/13580/mastDownload/HST/ich501bcq/ich501bcq_flt.fits,1,ich501bcq,2014-08-18,G102,300.782196,False,-20.0,-45.0,56887.09528967,102.934334,0.1282500028610229,-14.52701307526042
16,16,/Users/kbhirombhakdi/_work/_data/13580/mastDownload/HST/ich502h3q/ich502h3q_flt.fits,1,ich502h3q,2014-08-19,F098M,300.780396,False,-71.0,0.0,56888.08743078,5.864582,0.1282500028610229,-14.56758286478261
8,8,/Users/kbhirombhakdi/_work/_data/13580/mastDownload/HST/ich502h5q/ich502h5q_flt.fits,1,ich502h5q,2014-08-19,G102,300.780396,False,-71.0,0.0,56888.088183,102.934334,0.1282500028610229,-14.52883638560407
10,10,/Users/kbhirombhakdi/_work/_data/13580/mastDownload/HST/ich502h6q/ich502h6q_flt.fits,1,ich502h6q,2014-08-19,G102,300.780304,False,-71.5,0.5,56888.090093,102.934334,0.1282500028610229,-14.52891868383711
11,11,/Users/kbhirombhakdi/_work/_data/13580/mastDownload/HST/ich502h7q/ich502h7q_flt.fits,1,ich502h7q,2014-08-19,G102,300.780304,False,-72.0,1.0,56888.09200263,102.934334,0.1282500028610229,-14.52891868383711
0,0,/Users/kbhirombhakdi/_work/_data/13580/mastDownload/HST/ich502h8q/ich502h8q_flt.fits,1,ich502h8q,2014-08-19,G102,300.780304,False,-72.199997,1.2,56888.09391226,102.934334,0.1282500028610229,-14.52891868383711
13,13,/Users/kbhirombhakdi/_work/_data/13580/mastDownload/HST/ich502haq/ich502haq_flt.fits,1,ich502haq,2014-08-19,F098M,300.780914,False,-71.0,45.0,56888.12890078,5.864582,0.1282500028610229,-14.56932460362548
3,3,/Users/kbhirombhakdi/_work/_data/13580/mastDownload/HST/ich502hcq/ich502hcq_flt.fits,1,ich502hcq,2014-08-19,G102,300.780914,False,-71.0,45.0,56888.129653,102.934334,0.1282500028610229,-14.52829994041678
6,6,/Users/kbhirombhakdi/_work/_data/13580/mastDownload/HST/ich502hdq/ich502hdq_flt.fits,1,ich502hdq,2014-08-19,F098M,300.779785,False,-71.0,-45.0,56888.13200263,5.864582,0.1282500028610229,-14.53154989454629
12,12,/Users/kbhirombhakdi/_work/_data/13580/mastDownload/HST/ich502hfq/ich502hfq_flt.fits,1,ich502hfq,2014-08-19,G102,300.779785,False,-71.0,-45.0,56888.13275485,102.934334,0.1282500028610229,-14.52945512956304
